"SITE","SITECODE","TREAT","TYPE","DIVISION","SPP","SPP_COUNT_PLOT","COUNT_HA","LAT","LONG","SLOPE","ELEVATION","SOLAR","EXP_MIN","OL_AV","TOTAL_COUNT_PLOT","DECID_COUNT_PLOT","CONIF_COUNT_PLOT","DECID_PROP_PLOT","CONIF_PROP_PLOT","DECID_COUNT_HA","CONIF_COUNT_HA","DECID_COUNT_M","CONIF_COUNT_M"
"DALTON","39_2",2,"SAPLING","d","SALIX",7,175,65.70004,-149.11685,4.0569301,313.4150085,605911.4401,0,7.3,26,26,0,1,0,650,0,0.065,0
"DALTON","40_2",2,"SAPLING","d","ALCR",0,0,65.69016,-149.12027,5.6810298,351.7460022,610103.855,10,2,27,27,0,1,0,675,0,0.0675,0
"DALTON","40_2",2,"SAPLING","d","BENE",14,350,65.69016,-149.12027,5.6810298,351.7460022,610103.855,10,2,27,27,0,1,0,675,0,0.0675,0
"DALTON","40_2",2,"SAPLING","c","PIME",0,0,65.69016,-149.12027,5.6810298,351.7460022,610103.855,10,2,27,27,0,1,0,675,0,0.0675,0
"DALTON","40_2",2,"SAPLING","d","POTR",3,75,65.69016,-149.12027,5.6810298,351.7460022,610103.855,10,2,27,27,0,1,0,675,0,0.0675,0
"DALTON","40_2",2,"SAPLING","d","SALIX",10,250,65.69016,-149.12027,5.6810298,351.7460022,610103.855,10,2,27,27,0,1,0,675,0,0.0675,0
"DALTON","47_2",2,"SAPLING","d","ALCR",33,825,65.69946,-149.15793,5.2288299,266.3460083,600811.2884,0,4.8,87,87,0,1,0,2175,0,0.2175,0
"DALTON","47_2",2,"SAPLING","d","BENE",51,1275,65.69946,-149.15793,5.2288299,266.3460083,600811.2884,0,4.8,87,87,0,1,0,2175,0,0.2175,0
"DALTON","47_2",2,"SAPLING","c","PIME",0,0,65.69946,-149.15793,5.2288299,266.3460083,600811.2884,0,4.8,87,87,0,1,0,2175,0,0.2175,0
"DALTON","47_2",2,"SAPLING","d","POTR",0,0,65.69946,-149.15793,5.2288299,266.3460083,600811.2884,0,4.8,87,87,0,1,0,2175,0,0.2175,0
"DALTON","47_2",2,"SAPLING","d","SALIX",3,75,65.69946,-149.15793,5.2288299,266.3460083,600811.2884,0,4.8,87,87,0,1,0,2175,0,0.2175,0
"DALTON","56_2",2,"SAPLING","d","ALCR",6,150,65.69936,-149.1514,4.3580298,279.446991,602107.422,38.75,3.3,106,106,0,1,0,2650,0,0.265,0
"DALTON","56_2",2,"SAPLING","d","BENE",89,2225,65.69936,-149.1514,4.3580298,279.446991,602107.422,38.75,3.3,106,106,0,1,0,2650,0,0.265,0
"DALTON","56_2",2,"SAPLING","c","PIME",0,0,65.69936,-149.1514,4.3580298,279.446991,602107.422,38.75,3.3,106,106,0,1,0,2650,0,0.265,0
"DALTON","56_2",2,"SAPLING","d","POTR",0,0,65.69936,-149.1514,4.3580298,279.446991,602107.422,38.75,3.3,106,106,0,1,0,2650,0,0.265,0
"DALTON","56_2",2,"SAPLING","d","SALIX",11,275,65.69936,-149.1514,4.3580298,279.446991,602107.422,38.75,3.3,106,106,0,1,0,2650,0,0.265,0
"DALTON","57_2",2,"SAPLING","d","ALCR",2,50,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,166,166,0,1,0,4150,0,0.415,0
"DALTON","57_2",2,"SAPLING","d","BENE",154,3850,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,166,166,0,1,0,4150,0,0.415,0
"DALTON","57_2",2,"SAPLING","c","PIME",0,0,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,166,166,0,1,0,4150,0,0.415,0
"DALTON","57_2",2,"SAPLING","d","POTR",0,0,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,166,166,0,1,0,4150,0,0.415,0
"DALTON","57_2",2,"SAPLING","d","SALIX",10,250,65.69627,-149.15442,3.48876,260.6889954,600326.3039,43.75,0.9,166,166,0,1,0,4150,0,0.415,0
"DALTON","8_2",2,"SAPLING","d","ALCR",5,125,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,33,32,1,0.96969697,0.03030303,800,25,0.08,0.0025
"DALTON","8_2",2,"SAPLING","d","BENE",5,125,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,33,32,1,0.96969697,0.03030303,800,25,0.08,0.0025
"DALTON","8_2",2,"SAPLING","c","PIME",1,25,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,33,32,1,0.96969697,0.03030303,800,25,0.08,0.0025
"DALTON","8_2",2,"SAPLING","d","POTR",0,0,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,33,32,1,0.96969697,0.03030303,800,25,0.08,0.0025
"DALTON","8_2",2,"SAPLING","d","SALIX",22,550,65.70418,-149.14612,5.25912,336.2000122,607079.4354,42.5,1.4,33,32,1,0.96969697,0.03030303,800,25,0.08,0.0025
"DALTON","14_3",3,"SAPLING","d","ALCR",2,50,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,14,14,0,1,0,350,0,0.035,0
"DALTON","14_3",3,"SAPLING","d","BENE",7,175,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,14,14,0,1,0,350,0,0.035,0
"DALTON","14_3",3,"SAPLING","c","PIME",0,0,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,14,14,0,1,0,350,0,0.035,0
"DALTON","14_3",3,"SAPLING","d","POTR",0,0,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,14,14,0,1,0,350,0,0.035,0
"DALTON","14_3",3,"SAPLING","d","SALIX",5,125,65.68749,-149.19668,7.5756898,310.9630127,604788.0359,0,0.875,14,14,0,1,0,350,0,0.035,0
"DALTON","15_3",3,"SAPLING","d","ALCR",0,0,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,540,540,0,1,0,13500,0,1.35,0
"DALTON","15_3",3,"SAPLING","d","BENE",520,13000,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,540,540,0,1,0,13500,0,1.35,0
"DALTON","15_3",3,"SAPLING","c","PIME",0,0,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,540,540,0,1,0,13500,0,1.35,0
"DALTON","15_3",3,"SAPLING","d","POTR",0,0,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,540,540,0,1,0,13500,0,1.35,0
"DALTON","15_3",3,"SAPLING","d","SALIX",20,500,65.6936,-149.19728,11.0676003,316.0270081,603810.8466,10,2.97,540,540,0,1,0,13500,0,1.35,0
"DALTON","37_3",3,"SAPLING","d","ALCR",12,300,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,57,57,0,1,0,1425,0,0.1425,0
"DALTON","37_3",3,"SAPLING","d","BENE",17,425,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,57,57,0,1,0,1425,0,0.1425,0
"DALTON","37_3",3,"SAPLING","c","PIME",0,0,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,57,57,0,1,0,1425,0,0.1425,0
"DALTON","37_3",3,"SAPLING","d","POTR",0,0,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,57,57,0,1,0,1425,0,0.1425,0
"DALTON","37_3",3,"SAPLING","d","SALIX",28,700,65.68577,-149.19524,10.3354998,287.2839966,602007.9447,38.75,2.5,57,57,0,1,0,1425,0,0.1425,0
"DALTON","54_3",3,"SAPLING","d","ALCR",0,0,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,22,22,0,1,0,550,0,0.055,0
"DALTON","54_3",3,"SAPLING","d","BENE",19,475,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,22,22,0,1,0,550,0,0.055,0
"DALTON","54_3",3,"SAPLING","c","PIME",0,0,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,22,22,0,1,0,550,0,0.055,0
"DALTON","54_3",3,"SAPLING","d","POTR",0,0,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,22,22,0,1,0,550,0,0.055,0
"DALTON","54_3",3,"SAPLING","d","SALIX",3,75,65.69318,-149.19493,8.7726297,336.9719849,606549.7337,67.5,1.25,22,22,0,1,0,550,0,0.055,0
"DALTON","55_3",3,"SAPLING","d","ALCR",6,150,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,146,146,0,1,0,3650,0,0.365,0
"DALTON","55_3",3,"SAPLING","d","BENE",106,2650,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,146,146,0,1,0,3650,0,0.365,0
"DALTON","55_3",3,"SAPLING","c","PIME",0,0,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,146,146,0,1,0,3650,0,0.365,0
"DALTON","55_3",3,"SAPLING","d","POTR",0,0,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,146,146,0,1,0,3650,0,0.365,0
"DALTON","55_3",3,"SAPLING","d","SALIX",34,850,65.69235,-149.19681,10.9991999,333.5549927,605419.8585,50,1.62,146,146,0,1,0,3650,0,0.365,0
"DALTON","7_3",3,"SAPLING","d","ALCR",2,50,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,7,7,0,1,0,175,0,0.0175,0
"DALTON","7_3",3,"SAPLING","d","BENE",4,100,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,7,7,0,1,0,175,0,0.0175,0
"DALTON","7_3",3,"SAPLING","c","PIME",0,0,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,7,7,0,1,0,175,0,0.0175,0
"DALTON","7_3",3,"SAPLING","d","POTR",0,0,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,7,7,0,1,0,175,0,0.0175,0
"DALTON","7_3",3,"SAPLING","d","SALIX",1,25,65.68674,-149.19289,9.26019,292.8930054,602306.2811,32.5,1.7,7,7,0,1,0,175,0,0.0175,0
"STEESE","1_0",0,"SAPLING","d","ALCR",0,0,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,60,0,60,0,1,0,1500,0,0.15
"STEESE","1_0",0,"SAPLING","d","ARCT",0,0,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,16,0,60,0,3.75,0,1500,0,0.15
"STEESE","1_0",0,"SAPLING","d","BENE",0,0,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,17,0,60,0,3.529411765,0,1500,0,0.15
"STEESE","1_0",0,"SAPLING","c","PIME",60,1500,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,24,0,60,0,2.5,0,1500,0,0.15
"STEESE","1_0",0,"SAPLING","d","POBA",0,0,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,54,0,60,0,1.111111111,0,1500,0,0.15
"STEESE","1_0",0,"SAPLING","d","POTR",0,0,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,7,0,60,0,8.571428571,0,1500,0,0.15
"STEESE","1_0",0,"SAPLING","d","SALIX",0,0,65.5631,-145.02356,2.58249,442.0629883,618011.3063,0,20.5,16,0,60,0,3.75,0,1500,0,0.15
"STEESE","31_0",0,"SAPLING","d","ALCR",0,0,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,33,0,16,0,0.484848485,0,400,0,0.04
"STEESE","31_0",0,"SAPLING","d","ARCT",0,0,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,16,0,16,0,1,0,400,0,0.04
"STEESE","31_0",0,"SAPLING","d","BENE",0,0,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,7,0,16,0,2.285714286,0,400,0,0.04
"STEESE","31_0",0,"SAPLING","c","PIME",16,400,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,11,0,16,0,1.454545455,0,400,0,0.04
"STEESE","31_0",0,"SAPLING","d","POBA",0,0,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,10,0,16,0,1.6,0,400,0,0.04
"STEESE","31_0",0,"SAPLING","d","POTR",0,0,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,34,0,16,0,0.470588235,0,400,0,0.04
"STEESE","31_0",0,"SAPLING","d","SALIX",0,0,65.5649,-144.96962,1.41787,393.6340027,613316.3514,0,18.6,14,0,16,0,1.142857143,0,400,0,0.04
"STEESE","6_0",0,"SAPLING","d","ALCR",0,0,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,14,1,16,0.071428571,1.142857143,25,400,0.0025,0.04
"STEESE","6_0",0,"SAPLING","d","ARCT",0,0,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,136,1,16,0.007352941,0.117647059,25,400,0.0025,0.04
"STEESE","6_0",0,"SAPLING","d","BENE",0,0,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,8,1,16,0.125,2,25,400,0.0025,0.04
"STEESE","6_0",0,"SAPLING","c","PIME",16,400,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,182,1,16,0.005494505,0.087912088,25,400,0.0025,0.04
"STEESE","6_0",0,"SAPLING","d","POBA",0,0,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,43,1,16,0.023255814,0.372093023,25,400,0.0025,0.04
"STEESE","6_0",0,"SAPLING","d","POTR",0,0,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,141,1,16,0.007092199,0.113475177,25,400,0.0025,0.04
"STEESE","6_0",0,"SAPLING","d","SALIX",1,25,65.56738,-144.92766,2.1138599,367.2260132,610943.4977,0,19.8,23,1,16,0.043478261,0.695652174,25,400,0.0025,0.04
"STEESE","9_0",0,"SAPLING","d","ALCR",0,0,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,125,0,24,0,0.192,0,600,0,0.06
"STEESE","9_0",0,"SAPLING","d","ARCT",0,0,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,81,0,24,0,0.296296296,0,600,0,0.06
"STEESE","9_0",0,"SAPLING","d","BENE",0,0,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,40,0,24,0,0.6,0,600,0,0.06
"STEESE","9_0",0,"SAPLING","c","PIME",24,600,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,60,0,24,0,0.4,0,600,0,0.06
"STEESE","9_0",0,"SAPLING","d","POBA",0,0,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,16,0,24,0,1.5,0,600,0,0.06
"STEESE","9_0",0,"SAPLING","d","POTR",0,0,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,17,0,24,0,1.411764706,0,600,0,0.06
"STEESE","9_0",0,"SAPLING","d","SALIX",0,0,65.56702,-144.9287,1.91345,369.2820129,611139.9469,0,21.9,24,0,24,0,1,0,600,0,0.06
"STEESE","18_1",1,"SAPLING","d","ALCR",0,0,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,54,54,0,1,0,1350,0,0.135,0
"STEESE","18_1",1,"SAPLING","d","ARCT",0,0,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,7,54,0,7.714285714,0,1350,0,0.135,0
"STEESE","18_1",1,"SAPLING","d","BENE",50,1250,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,16,54,0,3.375,0,1350,0,0.135,0
"STEESE","18_1",1,"SAPLING","c","PIME",0,0,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,33,54,0,1.636363636,0,1350,0,0.135,0
"STEESE","18_1",1,"SAPLING","d","POBA",0,0,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,16,54,0,3.375,0,1350,0,0.135,0
"STEESE","18_1",1,"SAPLING","d","POTR",0,0,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,7,54,0,7.714285714,0,1350,0,0.135,0
"STEESE","18_1",1,"SAPLING","d","SALIX",4,100,65.58321,-145.00757,1.22018,415.95401,615661.5585,0,7.75,11,54,0,4.909090909,0,1350,0,0.135,0
"STEESE","20_1",1,"SAPLING","d","ALCR",0,0,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,10,7,0,0.7,0,175,0,0.0175,0
"STEESE","20_1",1,"SAPLING","d","ARCT",0,0,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,34,7,0,0.205882353,0,175,0,0.0175,0
"STEESE","20_1",1,"SAPLING","d","BENE",0,0,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,14,7,0,0.5,0,175,0,0.0175,0
"STEESE","20_1",1,"SAPLING","c","PIME",0,0,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,14,7,0,0.5,0,175,0,0.0175,0
"STEESE","20_1",1,"SAPLING","d","POBA",0,0,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,136,7,0,0.051470588,0,175,0,0.0175,0
"STEESE","20_1",1,"SAPLING","d","POTR",0,0,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,8,7,0,0.875,0,175,0,0.0175,0
"STEESE","20_1",1,"SAPLING","d","SALIX",7,175,65.5648,-144.92697,1.26079,371.9349976,611370.3313,0,13,182,7,0,0.038461538,0,175,0,0.0175,0
"STEESE","28_1",1,"SAPLING","d","ALCR",0,0,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,43,16,0,0.372093023,0,400,0,0.04,0
"STEESE","28_1",1,"SAPLING","d","ARCT",0,0,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,141,16,0,0.113475177,0,400,0,0.04,0
"STEESE","28_1",1,"SAPLING","d","BENE",12,300,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,23,16,0,0.695652174,0,400,0,0.04,0
"STEESE","28_1",1,"SAPLING","c","PIME",0,0,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,125,16,0,0.128,0,400,0,0.04,0
"STEESE","28_1",1,"SAPLING","d","POBA",0,0,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,81,16,0,0.197530864,0,400,0,0.04,0
"STEESE","28_1",1,"SAPLING","d","POTR",0,0,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,40,16,0,0.4,0,400,0,0.04,0
"STEESE","28_1",1,"SAPLING","d","SALIX",4,100,65.58453,-144.97688,1.64726,404.0740051,614486.8667,0,11,60,16,0,0.266666667,0,400,0,0.04,0
"STEESE","29_1",1,"SAPLING","d","ALCR",0,0,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,16,33,0,2.0625,0,825,0,0.0825,0
"STEESE","29_1",1,"SAPLING","d","ARCT",0,0,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,17,33,0,1.941176471,0,825,0,0.0825,0
"STEESE","29_1",1,"SAPLING","d","BENE",24,600,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,24,33,0,1.375,0,825,0,0.0825,0
"STEESE","29_1",1,"SAPLING","c","PIME",0,0,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,54,33,0,0.611111111,0,825,0,0.0825,0
"STEESE","29_1",1,"SAPLING","d","POBA",0,0,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,7,33,0,4.714285714,0,825,0,0.0825,0
"STEESE","29_1",1,"SAPLING","d","POTR",0,0,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,16,33,0,2.0625,0,825,0,0.0825,0
"STEESE","29_1",1,"SAPLING","d","SALIX",9,225,65.58229,-145.0013,1.31306,411.6220093,615269.6914,0,11,33,33,0,1,0,825,0,0.0825,0
"STEESE","33_1",1,"SAPLING","d","ALCR",2,50,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,16,6,10,0.375,0.625,150,250,0.015,0.025
"STEESE","33_1",1,"SAPLING","d","ARCT",0,0,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,7,6,10,0.857142857,1.428571429,150,250,0.015,0.025
"STEESE","33_1",1,"SAPLING","d","BENE",0,0,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,11,6,10,0.545454545,0.909090909,150,250,0.015,0.025
"STEESE","33_1",1,"SAPLING","c","PIME",10,250,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,10,6,10,0.6,1,150,250,0.015,0.025
"STEESE","33_1",1,"SAPLING","d","POBA",0,0,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,34,6,10,0.176470588,0.294117647,150,250,0.015,0.025
"STEESE","33_1",1,"SAPLING","d","POTR",0,0,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,14,6,10,0.428571429,0.714285714,150,250,0.015,0.025
"STEESE","33_1",1,"SAPLING","d","SALIX",4,100,65.58279,-144.99422,2.1331899,408.3590088,615002.8692,0,8.5,14,6,10,0.428571429,0.714285714,150,250,0.015,0.025
"STEESE","36_1",1,"SAPLING","d","ALCR",0,0,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,136,7,0,0.051470588,0,175,0,0.0175,0
"STEESE","36_1",1,"SAPLING","d","ARCT",0,0,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,8,7,0,0.875,0,175,0,0.0175,0
"STEESE","36_1",1,"SAPLING","d","BENE",0,0,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,182,7,0,0.038461538,0,175,0,0.0175,0
"STEESE","36_1",1,"SAPLING","c","PIME",0,0,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,43,7,0,0.162790698,0,175,0,0.0175,0
"STEESE","36_1",1,"SAPLING","d","POBA",0,0,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,141,7,0,0.04964539,0,175,0,0.0175,0
"STEESE","36_1",1,"SAPLING","d","POTR",0,0,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,23,7,0,0.304347826,0,175,0,0.0175,0
"STEESE","36_1",1,"SAPLING","d","SALIX",7,175,65.56454,-144.92126,2.49541,367.7340088,610879.8979,0,12.6,125,7,0,0.056,0,175,0,0.0175,0
"STEESE","5_1",1,"SAPLING","d","ALCR",2,50,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,81,11,0,0.135802469,0,275,0,0.0275,0
"STEESE","5_1",1,"SAPLING","d","ARCT",1,25,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,40,11,0,0.275,0,275,0,0.0275,0
"STEESE","5_1",1,"SAPLING","d","BENE",8,200,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,60,11,0,0.183333333,0,275,0,0.0275,0
"STEESE","5_1",1,"SAPLING","c","PIME",0,0,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,16,11,0,0.6875,0,275,0,0.0275,0
"STEESE","5_1",1,"SAPLING","d","POBA",0,0,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,17,11,0,0.647058824,0,275,0,0.0275,0
"STEESE","5_1",1,"SAPLING","d","POTR",0,0,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,24,11,0,0.458333333,0,275,0,0.0275,0
"STEESE","5_1",1,"SAPLING","d","SALIX",0,0,65.5869,-144.98392,1.47034,409.2749939,615125.2874,0,11.4,54,11,0,0.203703704,0,275,0,0.0275,0
"STEESE","19_2",2,"SAPLING","d","ALCR",0,0,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,7,10,0,1.428571429,0,250,0,0.025,0
"STEESE","19_2",2,"SAPLING","d","ARCT",0,0,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,16,10,0,0.625,0,250,0,0.025,0
"STEESE","19_2",2,"SAPLING","d","BENE",0,0,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,33,10,0,0.303030303,0,250,0,0.025,0
"STEESE","19_2",2,"SAPLING","c","PIME",0,0,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,16,10,0,0.625,0,250,0,0.025,0
"STEESE","19_2",2,"SAPLING","d","POBA",0,0,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,7,10,0,1.428571429,0,250,0,0.025,0
"STEESE","19_2",2,"SAPLING","d","POTR",2,50,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,11,10,0,0.909090909,0,250,0,0.025,0
"STEESE","19_2",2,"SAPLING","d","SALIX",8,200,65.58894,-144.97484,0.339272,406.8299866,614924.3855,0.3,9.6,10,10,0,1,0,250,0,0.025,0
"STEESE","26_2",2,"SAPLING","d","ALCR",7,175,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,34,33,1,0.970588235,0.029411765,825,25,0.0825,0.0025
"STEESE","26_2",2,"SAPLING","d","ARCT",0,0,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,14,33,1,2.357142857,0.071428571,825,25,0.0825,0.0025
"STEESE","26_2",2,"SAPLING","d","BENE",21,525,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,14,33,1,2.357142857,0.071428571,825,25,0.0825,0.0025
"STEESE","26_2",2,"SAPLING","c","PIME",1,25,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,136,33,1,0.242647059,0.007352941,825,25,0.0825,0.0025
"STEESE","26_2",2,"SAPLING","d","POBA",0,0,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,8,33,1,4.125,0.125,825,25,0.0825,0.0025
"STEESE","26_2",2,"SAPLING","d","POTR",1,25,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,182,33,1,0.181318681,0.005494505,825,25,0.0825,0.0025
"STEESE","26_2",2,"SAPLING","d","SALIX",4,100,65.58922,-144.95374,0.660417,397.9169922,614069.5701,0,13,43,33,1,0.76744186,0.023255814,825,25,0.0825,0.0025
"STEESE","27_2",2,"SAPLING","d","ALCR",0,0,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,141,14,0,0.09929078,0,350,0,0.035,0
"STEESE","27_2",2,"SAPLING","d","ARCT",0,0,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,23,14,0,0.608695652,0,350,0,0.035,0
"STEESE","27_2",2,"SAPLING","d","BENE",12,300,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,125,14,0,0.112,0,350,0,0.035,0
"STEESE","27_2",2,"SAPLING","c","PIME",0,0,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,81,14,0,0.172839506,0,350,0,0.035,0
"STEESE","27_2",2,"SAPLING","d","POBA",0,0,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,40,14,0,0.35,0,350,0,0.035,0
"STEESE","27_2",2,"SAPLING","d","POTR",0,0,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,60,14,0,0.233333333,0,350,0,0.035,0
"STEESE","27_2",2,"SAPLING","d","SALIX",2,50,65.58768,-144.97264,1.46521,404.8529968,614624.8976,0.5,9.6,16,14,0,0.875,0,350,0,0.035,0
"STEESE","3_2",2,"SAPLING","d","ALCR",0,0,65.58942,-144.9704,0.517824,404.8940125,614740.9913,0.5,11,17,14,0,0.823529412,0,350,0,0.035,0
"STEESE","3_2",2,"SAPLING","d","ARCT",3,75,65.58942,-144.9704,0.517824,404.8940125,614740.9913,0.5,11,24,14,0,0.583333333,0,350,0,0.035,0
"STEESE","3_2",2,"SAPLING","d","BENE",8,200,65.58942,-144.9704,0.517824,404.8940125,614740.9913,0.5,11,54,14,0,0.259259259,0,350,0,0.035,0
