"SITE","PLOT","TREAT","SPP","DBH","CANOPY","BROWSE","UND","START_END","CLUMP","QUAD","DIV","EXP_FACT"
"DALTON","12_1",1,"BENE",0.7,100,"n","EQAR","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.2,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.5,100,"n","LEGR","","IND",0.2,"d",500
"DALTON","12_1",1,"SALIX",0.3,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.2,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.2,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.2,100,"n","CHAN","","IND",0.2,"d",500
"DALTON","12_1",1,"SALIX",0.3,100,"n","GRASS","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.2,100,"n","VAVI","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.3,100,"n","VAVI","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.4,100,"n","VAVI","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.8,100,"n","MOSS","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.3,100,"n","CHAN","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.2,100,"n","EQAR","","IND",0.2,"d",500
"DALTON","12_1",1,"SALIX",0.2,100,"n","EQAR","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.5,100,"n","CHAN","","IND",0.2,"d",500
"DALTON","12_1",1,"SALIX",1,40,"y","GRASS","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.8,95,"n","GRASS","","IND",0.2,"d",500
"DALTON","12_1",1,"ALCR",1.4,95,"y","GRASS","","IND",0.2,"d",500
"DALTON","12_1",1,"ALCR",1.1,90,"n","CHAN","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.5,100,"n","GRASS","","IND",0.2,"d",500
"DALTON","12_1",1,"BENE",0.3,100,"n","EQSY","","IND",0.2,"d",500
"DALTON","50_1",1,"ALCR",0.6,100,"n","EQSC","START","CLUMP",0.2,"d",500
"DALTON","50_1",1,"ALCR",1,100,"n","EQSC","","CLUMP",0.2,"d",500
"DALTON","50_1",1,"ALCR",0.4,90,"n","EQSC","END","CLUMP",0.2,"d",500
"DALTON","50_1",1,"ALCR",0.7,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.5,90,"n","EQSY","START","CLUMP",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.3,100,"n","EQSY","END","CLUMP",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.4,100,"n","GRASS","","IND",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.6,100,"y","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"ALCR",1,95,"n","LITTER","START","CLUMP",0.2,"d",500
"DALTON","50_1",1,"ALCR",1.4,95,"n","LITTER","END","CLUMP",0.2,"d",500
"DALTON","50_1",1,"BENE",0.2,100,"n","MOSS","","IND",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.5,80,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"BENE",0.3,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"BENE",0.2,100,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.3,95,"y","CHAN","","IND",0.2,"d",500
"DALTON","50_1",1,"BENE",0.5,95,"n","MOSS","","IND",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.2,90,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"BENE",0.7,95,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"BENE",0.6,95,"n","LITTER","","IND",0.2,"d",500
"DALTON","50_1",1,"SALIX",0.2,100,"y","GRASS","","IND",0.2,"d",500
"DALTON","50_1",1,"PIME",2.5,0,"n","VAVI","","IND",0.2,"c",500
"DALTON","64_1",1,"PIME",4.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1.5,0,"n","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"PIME",2.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1.3,0,"n","EQSY","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.6,0,"n","EQSY","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.3,0,"n","EQSY","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",3.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3.1,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1,100,"n","GRASS","","IND",2,"d",50
"DALTON","64_1",1,"PIME",2.3,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",6.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",9.2,0,"n","EQSY","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.3,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1.5,0,"n","GRASS","","IND",2,"d",50
"DALTON","64_1",1,"PIME",7.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.8,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.8,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1.1,100,"n","LEGR","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.3,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.6,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.5,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.9,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",2.3,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",2.3,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.6,100,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.3,100,"n","LEGR","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",1.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",6.4,0,"n","EQSY","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1.9,100,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.9,100,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",0.4,100,"n","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"BENE",1.5,85,"n","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"PIME",0.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",0.3,95,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.3,90,"n","VAVI","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.7,95,"n","VAVI","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.4,95,"n","VAVI","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.8,100,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",0.4,100,"n","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"ALCR",0.7,100,"n","EQSY","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.4,95,"n","EQSY","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.3,100,"n","EQSY","END","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",0.5,100,"n","EQSY","","IND",2,"d",50
"DALTON","64_1",1,"PIME",0.7,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",1.2,100,"n","VAUL","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.9,100,"n","VAUL","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",3.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",0.3,0,"n","EQSY","","IND",2,"c",50
"DALTON","64_1",1,"BENE",1.3,100,"n","LEGR","START","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",1.7,95,"n","LEGR","","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",1.6,90,"n","LEGR","END","CLUMP",2,"d",50
"DALTON","64_1",1,"SALIX",0.3,90,"n","VAUL","","IND",2,"d",50
"DALTON","64_1",1,"ALCR",1.3,90,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.2,100,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",0.4,100,"n","LEGR","","IND",2,"d",50
"DALTON","64_1",1,"SALIX",0.3,90,"n","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"SALIX",0.5,85,"n","LEGR","","IND",2,"d",50
"DALTON","64_1",1,"ALCR",1.6,100,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.5,90,"n","VAVI","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.7,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.2,100,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",3.2,100,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",0.7,100,"n","LEGR","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1,100,"n","LEGR","END","CLUMP",2,"d",50
"DALTON","64_1",1,"BENE",0.6,95,"n","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"BENE",1.3,100,"y","VAVI","","IND",2,"d",50
"DALTON","64_1",1,"PIME",6.1,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.3,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.4,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",0.6,100,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.4,95,"n","VAVI","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.5,95,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",2.3,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.4,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.9,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.3,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.8,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.1,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",9.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.4,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",7.7,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",7.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5,0,"n","CHAN","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",0.8,100,"n","CHAN","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.5,100,"n","CHAN","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",0.5,100,"n","CHAN","","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.9,100,"n","CHAN","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",10.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",7.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",8.8,0,"n","EQSY","","IND",2,"c",50
"DALTON","64_1",1,"PIME",6.1,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",8.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",9.6,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",6.8,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3.2,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.4,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3.5,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",6.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"BENE",1.7,100,"n","EQSY","","IND",2,"d",50
"DALTON","64_1",1,"ALCR",1.6,100,"n","EQSY","START","CLUMP",2,"d",50
"DALTON","64_1",1,"ALCR",1.3,90,"n","EQSY","END","CLUMP",2,"d",50
"DALTON","64_1",1,"PIME",12.6,0,"n","EQSY","","IND",2,"c",50
"DALTON","64_1",1,"PIME",7,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4,0,"n","VAUL","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.2,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.8,0,"n","EQSY","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.3,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",7.8,0,"n","CHAN","","IND",2,"c",50
"DALTON","64_1",1,"ALCR",2.1,0,"n","LEGR","","IND",2,"d",50
"DALTON","64_1",1,"PIME",1.5,0,"n","VAUL","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.6,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4,0,"n","CHAN","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.1,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.6,0,"n","VAUL","","IND",2,"c",50
"DALTON","64_1",1,"SALIX",0.8,40,"n","EQSY","","IND",2,"d",50
"DALTON","64_1",1,"PIME",4.1,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",1.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","64_1",1,"PIME",0.6,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",0.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",5.6,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",6.1,0,"n","VAUL","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.8,0,"n","VAUL","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.1,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",3,0,"n","LEGR","","IND",2,"c",50
"DALTON","64_1",1,"PIME",4.3,0,"n","GRASS","","IND",2,"c",50
"DALTON","64_1",1,"PIME",2.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7.6,0,"n","MOSS","","IND",2,"c",50
"DALTON","65_1",1,"PIME",10.8,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.3,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",0.7,85,"y","VAVI","","IND",2,"d",50
"DALTON","65_1",1,"SALIX",0.4,100,"n","EQSY","","IND",2,"d",50
"DALTON","65_1",1,"PIME",5.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.9,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"PIME",8,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.9,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"ALCR",1,0,"n","VAUL","START","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",0.6,0,"n","VAUL","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",0.5,0,"n","VAUL","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",0.9,0,"n","VAUL","END","CLUMP",2,"d",50
"DALTON","65_1",1,"SALIX",0.4,100,"n","MOSS","","IND",2,"d",50
"DALTON","65_1",1,"SALIX",0.6,90,"n","VAVI","","IND",2,"d",50
"DALTON","65_1",1,"SALIX",0.2,100,"n","LEGR","","IND",2,"d",50
"DALTON","65_1",1,"PIME",14.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",0.4,100,"n","VAVI","","IND",2,"d",50
"DALTON","65_1",1,"PIME",8.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",10,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",8.6,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",0.8,0,"n","CHAN","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",8.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",8,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.3,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.8,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",8.6,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",0.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",2.3,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.4,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",2.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.8,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",2.4,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",0.4,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",2.7,0,"n","CHAN","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.8,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.3,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.9,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"ALCR",1.6,100,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",1.5,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",1.1,100,"y","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",0.9,100,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","65_1",1,"PIME",2.5,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"ALCR",2.9,0,"n","GRASS","","IND",2,"d",50
"DALTON","65_1",1,"PIME",6.2,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.9,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"PIME",9.4,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.3,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7.1,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.5,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"ALCR",0.7,0,"n","VAVI","","IND",2,"d",50
"DALTON","65_1",1,"ALCR",0.8,0,"n","VAVI","","IND",2,"d",50
"DALTON","65_1",1,"PIME",1,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"ALCR",1.1,0,"n","LEGR","","IND",2,"d",50
"DALTON","65_1",1,"PIME",4.6,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.2,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.6,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",1.1,75,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","65_1",1,"SALIX",0.4,90,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"SALIX",0.3,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"SALIX",0.5,95,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","65_1",1,"PIME",4.4,0,"n","CHAN","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",0.3,100,"n","EQSY","","IND",2,"d",50
"DALTON","65_1",1,"PIME",1.7,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",2.6,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.7,0,"n","CHAN","","IND",2,"c",50
"DALTON","65_1",1,"PIME",4.3,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",0.5,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",0.1,100,"n","EQSY","","IND",2,"d",50
"DALTON","65_1",1,"BENE",0.7,100,"n","EQSY","","IND",2,"d",50
"DALTON","65_1",1,"SALIX",0.5,100,"n","EQSY","","IND",2,"d",50
"DALTON","65_1",1,"ALCR",1.2,100,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",1.8,95,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",1.9,95,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",1.3,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",2.6,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",2,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",2.1,95,"n","VAVI","END","CLUMP",2,"d",50
"DALTON","65_1",1,"PIME",2.9,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",8,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.7,0,"n","GRASS","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.6,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",9.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",10.3,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.1,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",0.2,100,"n","GRASS","","IND",2,"d",50
"DALTON","65_1",1,"PIME",2.1,0,"n","CHAN","","IND",2,"c",50
"DALTON","65_1",1,"PIME",1.8,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.9,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7.1,100,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"SALIX",0.3,0,"n","MOSS","","IND",2,"d",50
"DALTON","65_1",1,"PIME",6.3,0,"n","EQAR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",6.1,0,"n","VAUL","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.7,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",3.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","65_1",1,"PIME",5.1,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",2.7,0,"n","LEGR","","IND",2,"c",50
"DALTON","65_1",1,"PIME",7.4,0,"n","EQSY","","IND",2,"c",50
"DALTON","65_1",1,"ALCR",2,90,"y","EQSY","START","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",2.1,90,"n","EQSY","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",0.5,100,"n","EQSY","","CLUMP",2,"d",50
"DALTON","65_1",1,"ALCR",0.9,100,"n","EQSY","END","CLUMP",2,"d",50
"DALTON","52_1",1,"PIME",8.6,0,"n","LEGR","","IND",2,"c",50
"DALTON","52_1",1,"PIME",1.3,0,"n","LEGR","","IND",2,"c",50
"DALTON","52_1",1,"PIME",4.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",8.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",11,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",11.5,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",11.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",4.6,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",10.9,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",10.4,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",17.3,0,"n","VAVI","","IND",2,"c",50
"DALTON","52_1",1,"PIME",3.2,0,"n","CHAN","","IND",2,"c",50
"DALTON","52_1",1,"ALCR",0.5,100,"n","VAVI","START","CLUMP",2,"d",50
"DALTON","52_1",1,"ALCR",0.7,100,"n","VAVI","","CLUMP",2,"d",50
"DALTON","52_1",1,"ALCR",1.7,100,"n","VAVI","","CLUMP",2,"d",50
