"SITE","TREAT","PLOT","SPP","TREE_COUNT_PLOT","DIV","TREE_EXP_FACT","TREE_COUNT_HA","SEED_COUNT_PLOT","SEED_COUNT_HA","SEED_EXP_FACT","COUNT_HA"
"STEESE","3","25_3","ARCTO",11,"d",50,550,10,10000,1000,10550
"STEESE","3","25_3","BENE",1,"d",50,50,1,1000,1000,1050
"STEESE","3","25_3","POBA",0,"d",50,0,0,0,1000,0
"STEESE","3","25_3","POTR",44,"d",50,2200,28,28000,1000,30200
"STEESE","3","25_3","SALIX",84,"d",50,4200,109,109000,1000,113200
"STEESE","3","25_3","PIGL",0,"c",50,0,0,0,1000,0
"STEESE","3","25_3","PIME",0,"c",50,0,4,4000,1000,4000
"STEESE","3","35_3","ALCR",2,"d",50,100,0,0,1000,100
"STEESE","3","35_3","ARCTO",60,"d",50,3000,3,3000,1000,6000
"STEESE","3","35_3","BENE",33,"d",50,1650,11,11000,1000,12650
"STEESE","3","35_3","POBA",3,"d",50,150,0,0,1000,150
"STEESE","3","35_3","POTR",9,"d",50,450,0,0,1000,450
"STEESE","3","35_3","SALIX",54,"d",50,2700,15,15000,1000,17700
"STEESE","3","35_3","PIGL",0,"c",50,0,0,0,1000,0
"STEESE","3","35_3","PIME",1,"c",50,50,6,6000,1000,6050
