"SITE","PLOT","TREAT","SPP","DBH","CANOPY","BROWSE","UND","START_END","CLUMP","QUAD"
"STEESE","22_3",3,"POTR",2.4,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"POTR",0.4,40,"N","EQSC","","IND",2
"STEESE","22_3",3,"POTR",0.4,60,"N","CHAN","","IND",2
"STEESE","22_3",3,"POTR",3.2,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",0.9,85,"N","CHAN","","IND",2
"STEESE","22_3",3,"POTR",1.9,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",0.8,60,"N","EQAR","START","CLUMP",2
"STEESE","22_3",3,"SAGL",1.2,80,"N","EQAR","","CLUMP",2
"STEESE","22_3",3,"SAGL",1.6,40,"Y","EQAR","","CLUMP",2
"STEESE","22_3",3,"SAGL",1.1,60,"N","EQAR","","CLUMP",2
"STEESE","22_3",3,"SAGL",1.3,95,"N","EQAR","END","CLUMP",2
"STEESE","22_3",3,"POTR",1.2,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",0.7,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.6,85,"N","CHAN","","IND",2
"STEESE","22_3",3,"POTR",2.5,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"POTR",0.9,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.8,90,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.7,80,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.6,70,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",0.2,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.2,60,"N","EQAR","","IND",2
"STEESE","22_3",3,"POTR",0.4,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.4,80,"N","CHAN","START","CLUMP",2
"STEESE","22_3",3,"SA_6",0.3,70,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_6",0.8,40,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_6",0.6,40,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_6",0.7,80,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_6",0.1,40,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_6",0.5,40,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_6",0.4,95,"N","CHAN","END","CLUMP",2
"STEESE","22_3",3,"SAGL",0.7,95,"N","EQAR","START","CLUMP",2
"STEESE","22_3",3,"SAGL",1.2,90,"Y","EQAR","","CLUMP",2
"STEESE","22_3",3,"SAGL",0.7,95,"Y","EQAR","","CLUMP",2
"STEESE","22_3",3,"SAGL",0.3,95,"Y","EQAR","END","CLUMP",2
"STEESE","22_3",3,"POTR",2.3,90,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",0.5,80,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_6",0.1,90,"N","EQAR","","IND",2
"STEESE","22_3",3,"BENE",1.8,90,"N","CHAN","","IND",2
"STEESE","22_3",3,"POTR",2.9,95,"N","EQAR","","IND",2
"STEESE","22_3",3,"POTR",1.2,70,"N","CHAN","","IND",2
"STEESE","22_3",3,"SA_6",1,40,"N","EQAR","","IND",2
"STEESE","22_3",3,"SA_7",1.3,90,"N","CHAN","START","CLUMP",2
"STEESE","22_3",3,"SA_7",1,90,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_7",0.9,90,"N","CHAN","","CLUMP",2
"STEESE","22_3",3,"SA_7",0.7,80,"N","CHAN","END","CLUMP",2
"STEESE","22_3",3,"POTR",0.4,80,"N","EQAR","","IND",2
"STEESE","22_3",3,"POTR",0.2,60,"N","CHAN","","IND",2
"STEESE","22_3",3,"SAGL",0.7,90,"N","LITTER","","IND",2
"STEESE","22_3",3,"SA_7",0.2,80,"N","EQSC","","IND",2
"STEESE","22_3",3,"SAGL",0.4,90,"N","EQAR","","IND",2
"STEESE","22_3",3,"POTR",0.9,80,"N","EQSC","","IND",2
"STEESE","22_3",3,"POTR",1.4,80,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",1.6,70,"N","LITTER","","IND",2
"STEESE","22_3",3,"SAGL",0.5,90,"N","EQAR","","IND",2
"STEESE","22_3",3,"SAGL",0.9,85,"N","EQAR","START","CLUMP",2
"STEESE","22_3",3,"SAGL",0.8,80,"N","EQAR","END","CLUMP",2
"STEESE","22_3",3,"ARCTO",0.2,90,"N","MOSS","START","CLUMP",2
"STEESE","22_3",3,"ARCTO",0.2,100,"N","MOSS","","CLUMP",2
"STEESE","22_3",3,"ARCTO",0.2,95,"N","MOSS","","CLUMP",2
"STEESE","22_3",3,"ARCTO",0.2,100,"N","MOSS","","CLUMP",2
"STEESE","22_3",3,"ARCTO",0.1,95,"N","MOSS","END","CLUMP",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",2.1,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.8,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.2,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.6,90,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",1.4,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.2,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.2,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.7,100,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.7,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.6,95,"Y","EQAR","START","CLUMP",2
"STEESE","17_3",3,"POTR",3.2,100,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.6,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.6,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.6,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"SAGL",0.1,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.4,85,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.4,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.4,75,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.2,90,"Y","CHAN","","IND",2
"STEESE","17_3",3,"POTR",1,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",2.1,80,"Y","CHAN","","IND",2
"STEESE","17_3",3,"SA_6",0.4,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",0.2,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1,100,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.3,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",1.4,90,"N","LITTER","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.3,85,"N","LITTER","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.6,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.1,90,"N","LITTER","","IND",2
"STEESE","17_3",3,"SA_6",1,90,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.7,955,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",2.5,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",1.9,90,"Y","EQAR","START","CLUMP",2
"STEESE","17_3",3,"POTR",1,100,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1,95,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.6,100,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.1,90,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.4,95,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.1,95,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.5,95,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.1,95,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.2,100,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.4,90,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.1,100,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.1,95,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.3,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.7,100,"Y","GRASS","","IND",2
"STEESE","17_3",3,"POTR",2.1,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"PIME",4,0,"N","LEGR","","IND",2
"STEESE","17_3",3,"POTR",4,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.8,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.2,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.7,100,"N","GRASS","","IND",2
"STEESE","17_3",3,"SA_7",0.1,100,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_7",1,95,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"PIME",1.6,0,"N","VAVI","","IND",2
"STEESE","17_3",3,"POTR",0.6,100,"Y","GRASS","","IND",2
"STEESE","17_3",3,"POTR",1.6,90,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",1.7,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.5,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.2,100,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.2,95,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.4,90,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1,90,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.1,90,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.2,90,"Y","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",1.2,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_7",0.9,100,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.2,100,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SA_7",0.6,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",1.2,95,"Y","LITTER","","IND",2
"STEESE","17_3",3,"POTR",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.8,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.4,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.5,100,"N","GRASS","","IND",2
"STEESE","17_3",3,"SA_6",0.6,95,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",0.4,100,"Y","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.5,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.1,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",1.4,90,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_7",1,90,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.1,95,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"SAGL",0.4,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_7",0.9,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.6,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.8,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.2,100,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_7",1,95,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_7",1.6,95,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.6,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SAGL",0.5,100,"N","GRASS","","IND",2
"STEESE","17_3",3,"POTR",1.9,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",2.8,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",1.2,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",1.7,9,"Y","LITTER","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.2,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.6,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.6,95,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",0.8,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.9,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"POTR",2.7,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.9,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",1.1,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SAGL",0.1,95,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SAGL",0.8,80,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.4,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.9,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SAGL",0.9,100,"Y","LITTER","","IND",2
"STEESE","17_3",3,"POTR",1,90,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.2,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.7,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.4,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.6,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.7,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_6",1.6,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.2,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.4,95,"Y","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.5,95,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_6",1,95,"N","CHAN","","CLUMP",2
"STEESE","17_3",3,"SA_6",1.1,95,"N","CHAN","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.2,90,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SA_6",0.7,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.8,90,"N","EQSC","","IND",2
"STEESE","17_3",3,"SA_6",0.4,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.7,95,"N","LEGR","","IND",2
"STEESE","17_3",3,"POTR",1.7,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.6,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.4,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.4,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.3,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.9,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.4,90,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",2.1,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.2,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.5,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.4,90,"N","CHAN","","IND",2
"STEESE","17_3",3,"BENE",0.4,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"ARCTO",0.4,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.6,75,"N","EQAR","","IND",2
"STEESE","17_3",3,"BENE",0.7,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",2.2,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",0.8,100,"Y","CHAN","START","CLUMP",2
"STEESE","17_3",3,"POTR",1,100,"Y","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SAGL",0.2,70,"N","VAVI","","IND",2
"STEESE","17_3",3,"SAGL",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.2,70,"N","EQSC","","IND",2
"STEESE","17_3",3,"SA_6",0.7,100,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_6",0.6,100,"N","CHAN","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.1,100,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SA_6",0.5,70,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",2,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",0.9,70,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.8,70,"Y","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.2,60,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.1,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.3,100,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.7,100,"N","CHAN","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.5,100,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SA_7",0.6,95,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.1,0,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.2,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.7,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"POTR",1.9,100,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"POTR",3.1,95,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.5,100,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_6",1.3,90,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.9,85,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.1,100,"N","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_6",1.7,90,"Y","EQAR","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.2,100,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.4,70,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_6",0.9,100,"N","LITTER","START","CLUMP",2
"STEESE","17_3",3,"SA_6",1.2,90,"Y","LITTER","","CLUMP",2
"STEESE","17_3",3,"SA_6",0.4,100,"Y","LITTER","END","CLUMP",2
"STEESE","17_3",3,"POTR",1,90,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",1.7,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",1.2,95,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.4,95,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SA_7",0.2,95,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.1,0,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"ARCTO",0.2,100,"N","GRASS","START","CLUMP",2
"STEESE","17_3",3,"ARCTO",0.2,100,"N","GRASS","","CLUMP",2
"STEESE","17_3",3,"ARCTO",0.2,100,"N","GRASS","","CLUMP",2
"STEESE","17_3",3,"ARCTO",0.2,100,"N","GRASS","","CLUMP",2
"STEESE","17_3",3,"ARCTO",0.2,100,"N","GRASS","END","CLUMP",2
"STEESE","17_3",3,"SA_7",0.5,95,"N","LITTER","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.2,95,"N","LITTER","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.4,95,"N","LITTER","END","CLUMP",2
"STEESE","17_3",3,"SAGL",0.3,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",1.6,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.9,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.5,100,"N","LITTER","START","CLUMP",2
"STEESE","17_3",3,"POTR",1.7,100,"N","LITTER","END","CLUMP",2
"STEESE","17_3",3,"SA_7",1,90,"N","EQAR","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.6,95,"N","EQAR","END","CLUMP",2
"STEESE","17_3",3,"SA_6",1.9,90,"N","MOSS","","IND",2
"STEESE","17_3",3,"POTR",1.6,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.9,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"SA_7",0.6,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.8,100,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SA_7",0.4,100,"N","CHAN","","CLUMP",2
"STEESE","17_3",3,"SA_7",0.7,100,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"POTR",0.3,90,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",2.4,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.5,100,"N","CHAN","","IND",2
"STEESE","17_3",3,"SA_6",0.4,95,"N","CHAN","","IND",2
"STEESE","17_3",3,"SAGL",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.2,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.7,100,"N","LITTER","","IND",2
"STEESE","17_3",3,"SA_7",0.9,95,"N","LITTER","","IND",2
"STEESE","17_3",3,"POTR",0.3,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.7,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"SA_7",0.2,95,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",1.1,100,"Y","EQAR","","IND",2
"STEESE","17_3",3,"POTR",2.6,90,"Y","LITTER","START","CLUMP",2
"STEESE","17_3",3,"POTR",2.1,50,"N","LITTER","END","CLUMP",2
"STEESE","17_3",3,"PIME",1.1,100,"N","GRASS","","IND",2
"STEESE","17_3",3,"POTR",0.5,60,"N","CHAN","","IND",2
"STEESE","17_3",3,"PIME",1.9,100,"N","GRASS","","IND",2
"STEESE","17_3",3,"POTR",0.2,90,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.1,50,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.8,100,"N","LEGR","","IND",2
"STEESE","17_3",3,"POTR",0.3,80,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.1,100,"N","EQAR","","IND",2
"STEESE","17_3",3,"POTR",0.4,60,"Y","CHAN","","IND",2
"STEESE","17_3",3,"SAGL",0.2,60,"N","CHAN","START","CLUMP",2
"STEESE","17_3",3,"SAGL",0.2,80,"N","CHAN","END","CLUMP",2
"STEESE","17_3",3,"SA_6",0.2,95,"N","EQAR","","IND",2
"STEESE","25_3",3,"POTR",0.8,100,"N","EQAR","","IND",2
"STEESE","25_3",3,"ARCTO",0.2,100,"N","LEGR","START","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.3,100,"N","LEGR","","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.3,100,"N","LEGR","","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.3,100,"N","LEGR","","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.2,100,"N","LEGR","","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.2,100,"N","LEGR","","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.2,100,"N","LEGR","","CLUMP",2
"STEESE","25_3",3,"ARCTO",0.2,100,"N","LEGR","END","CLUMP",2
"STEESE","25_3",3,"SAGL",0.5,95,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SAGL",0.3,95,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"SA_6",0.2,95,"N","EQAR","","IND",2
"STEESE","25_3",3,"SA_6",1.3,95,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.8,90,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"POTR",0.8,100,"N","EQAR","","IND",2
"STEESE","25_3",3,"SA_6",1.9,90,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",1.2,95,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"POTR",3.3,100,"N","EQAR","","IND",2
"STEESE","25_3",3,"SA_6",0.2,95,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.6,95,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"SA_6",1.5,95,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",1.8,90,"Y","EQAR","END","CLUMP",2
"STEESE","25_3",3,"POTR",0.8,100,"N","EQAR","","IND",2
"STEESE","25_3",3,"SA_6",0.7,100,"N","LITTER","","IND",2
"STEESE","25_3",3,"SA_6",0.4,80,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.3,85,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"SA_6",1,95,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.3,75,"Y","EQAR","","CLUMP",2
"STEESE","25_3",3,"SA_6",0.4,95,"N","EQAR","","CLUMP",2
"STEESE","25_3",3,"SA_6",0.1,95,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"SA_6",0.2,95,"N","EQAR","","IND",2
"STEESE","25_3",3,"POTR",2,95,"N","EQAR","","IND",2
"STEESE","25_3",3,"SA_6",0.1,100,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.3,0,"Y","EQAR","END","CLUMP",2
"STEESE","25_3",3,"SA_6",1.3,90,"N","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.4,95,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"POTR",2.4,100,"N","LITTER","","IND",2
"STEESE","25_3",3,"POTR",0.7,100,"Y","LITTER","","IND",2
"STEESE","25_3",3,"POTR",0.8,95,"N","EQAR","","IND",2
"STEESE","25_3",3,"POTR",1.3,90,"N","LITTER","","IND",2
"STEESE","25_3",3,"SA_6",0.5,100,"Y","EQAR","START","CLUMP",2
"STEESE","25_3",3,"SA_6",0.6,95,"N","EQAR","","CLUMP",2
"STEESE","25_3",3,"SA_6",1,90,"N","EQAR","END","CLUMP",2
"STEESE","25_3",3,"SA_6",0.2,95,"N","EQAR","START","CLUMP",2
