"SITECODE","SITENUM","TREAT","SPP","DBH_AV","CAN_AV","BROW_INDEX","UND","CLUMP","STEM_COUNT","QUAD","TYPE","BASAL"
"57_2",57,2,"BENE",4.5,100,0,"EQAR","CLUMP",2,2,"SAPLING",0.1104435
"57_2",57,2,"BENE",2.2,95,0,"CHAN","IND",1,2,"SAPLING",0.02639736
"57_2",57,2,"BENE",2.8,100,0,"LITTER","IND",1,2,"SAPLING",0.04275936
"57_2",57,2,"BENE",2.1,100,0,"CHAN","IND",1,2,"SAPLING",0.02405214
"57_2",57,2,"BENE",5.6,100,0,"EQAR","CLUMP",3,2,"SAPLING",0.17103744
"57_2",57,2,"BENE",3.1,100,0,"LITTER","IND",1,2,"SAPLING",0.05241294
"57_2",57,2,"BENE",8.1,98.75,0,"EQAR","CLUMP",4,2,"SAPLING",0.35783694
"57_2",57,2,"BENE",1.4,90,0,"CHAN","IND",1,2,"SAPLING",0.01068984
"57_2",57,2,"BENE",1.3,100,0,"LITTER","IND",1,2,"SAPLING",0.00921726
"57_2",57,2,"BENE",2.4,100,0,"LITTER","IND",1,2,"SAPLING",0.03141504
"57_2",57,2,"BENE",1.4,95,0,"LITTER","IND",1,2,"SAPLING",0.01068984
"57_2",57,2,"BENE",2.3,95,0,"LITTER","CLUMP",2,2,"SAPLING",0.02885166
"57_2",57,2,"BENE",1.6,95,0,"EQAR","IND",1,2,"SAPLING",0.01396224
"57_2",57,2,"BENE",1.6,90,0,"EQAR","IND",1,2,"SAPLING",0.01396224
"57_2",57,2,"BENE",2.1,90,1,"LITTER","IND",1,2,"SAPLING",0.02405214
"57_2",57,2,"BENE",1.5,5,1,"EQAR","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",1.8,95,0,"EQAR","IND",1,2,"SAPLING",0.01767096
"57_2",57,2,"SALIX",1.3,95,1,"EQAR","CLUMP",1,2,"SAPLING",0.00921726
"57_2",57,2,"BENE",2.4,100,0,"CHAN","IND",1,2,"SAPLING",0.03141504
"57_2",57,2,"BENE",2.2,100,0,"EQAR","IND",1,2,"SAPLING",0.02639736
"57_2",57,2,"BENE",1.8,100,0,"EQAR","IND",1,2,"SAPLING",0.01767096
"57_2",57,2,"BENE",1.6,100,0,"EQAR","IND",1,2,"SAPLING",0.01396224
"57_2",57,2,"BENE",1.9,95,0,"EQAR","IND",1,2,"SAPLING",0.01968894
"57_2",57,2,"BENE",1.9,95,0,"EQSY","IND",1,2,"SAPLING",0.01968894
"57_2",57,2,"BENE",1.9,95,0,"EQAR","IND",1,2,"SAPLING",0.01968894
"57_2",57,2,"BENE",1.5,100,0,"CHAN","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",1.5,100,0,"EQSC","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",1.4,95,0,"EQAR","IND",1,2,"SAPLING",0.01068984
"57_2",57,2,"BENE",1.7,90,0,"EQAR","IND",1,2,"SAPLING",0.01576206
"57_2",57,2,"BENE",2,100,0,"LITTER","IND",1,2,"SAPLING",0.021816
"57_2",57,2,"BENE",2.2,100,0,"LITTER","IND",1,2,"SAPLING",0.02639736
"57_2",57,2,"BENE",1.7,95,0,"EQAR","IND",1,2,"SAPLING",0.01576206
"57_2",57,2,"SALIX",1.2,60,1,"EQAR","IND",1,2,"SAPLING",0.00785376
"57_2",57,2,"BENE",1.6,95,1,"LITTER","IND",1,2,"SAPLING",0.01396224
"57_2",57,2,"BENE",2.7,100,0,"EQAR","IND",1,2,"SAPLING",0.03975966
"57_2",57,2,"BENE",2.8,100,0,"EQAR","IND",1,2,"SAPLING",0.04275936
"57_2",57,2,"BENE",1.7,95,0,"EQAR","IND",1,2,"SAPLING",0.01576206
"57_2",57,2,"BENE",1.8,100,0,"LITTER","IND",1,2,"SAPLING",0.01767096
"57_2",57,2,"BENE",1.6,95,0,"LITTER","IND",1,2,"SAPLING",0.01396224
"57_2",57,2,"BENE",2,100,0,"LITTER","IND",1,2,"SAPLING",0.021816
"57_2",57,2,"BENE",4.6,95,0,"LITTER","CLUMP",2,2,"SAPLING",0.11540664
"57_2",57,2,"BENE",1.7,100,0,"LITTER","IND",1,2,"SAPLING",0.01576206
"57_2",57,2,"BENE",3.3,100,0,"EQAR","IND",1,2,"SAPLING",0.05939406
"57_2",57,2,"BENE",1.1,100,0,"LITTER","IND",1,2,"SAPLING",0.00659934
"57_2",57,2,"SALIX",1.7,100,0,"LITTER","IND",1,2,"SAPLING",0.01576206
"57_2",57,2,"BENE",2.5,100,0,"CHAN","IND",1,2,"SAPLING",0.0340875
"57_2",57,2,"BENE",1.2,80,1,"LITTER","IND",1,2,"SAPLING",0.00785376
"57_2",57,2,"BENE",2.5,60,1,"EQAR","IND",1,2,"SAPLING",0.0340875
"57_2",57,2,"BENE",2.3,95,0,"POPR","IND",1,2,"SAPLING",0.02885166
"57_2",57,2,"BENE",1.7,80,0,"LITTER","IND",1,2,"SAPLING",0.01576206
"57_2",57,2,"BENE",1.5,95,1,"POPR","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",1.3,70,1,"LITTER","IND",1,2,"SAPLING",0.00921726
"57_2",57,2,"BENE",1.9,100,0,"CHAN","IND",1,2,"SAPLING",0.01968894
"57_2",57,2,"BENE",1.4,100,0,"LITTER","IND",1,2,"SAPLING",0.01068984
"57_2",57,2,"BENE",1.3,95,0,"LITTER","IND",1,2,"SAPLING",0.00921726
"57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",1.4,95,1,"LITTER","IND",1,2,"SAPLING",0.01068984
"57_2",57,2,"BENE",2.1,100,0,"LITTER","IND",1,2,"SAPLING",0.02405214
"57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",2.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0340875
"57_2",57,2,"BENE",1,100,0,"LITTER","IND",1,2,"SAPLING",0.005454
"57_2",57,2,"BENE",1.5,100,0,"EQAR","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",0.8,100,0,"LITTER","IND",1,2,"SAPLING",0.00349056
"57_2",57,2,"BENE",1.2,100,0,"EQAR","IND",1,2,"SAPLING",0.00785376
"57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0122715
"57_2",57,2,"BENE",1.2,100,0,"LITTER","IND",1,2,"SAPLING",0.00785376
"57_2",57,2,"BENE",1.1,95,1,"LITTER","IND",1,2,"SAPLING",0.00659934
"57_2",57,2,"BENE",3.8,100,1,"LITTER","CLUMP",2,2,"SAPLING",0.07875576
"57_2",57,2,"BENE",1.4,95,0,"LITTER","IND",1,2,"SAPLING",0.01068984
"47_2",47,2,"BENE",2,95,0,"CHAN","IND",1,2,"SAPLING",0.021816
"47_2",47,2,"BENE",1.2,95,0,"GRASS","IND",1,2,"SAPLING",0.00785376
"47_2",47,2,"ALCR",3,95,1,"EQSY","IND",1,2,"SAPLING",0.049086
"47_2",47,2,"BENE",2.1,100,0,"EQSY","IND",1,2,"SAPLING",0.02405214
"47_2",47,2,"BENE",2.7,100,0,"LITTER","IND",1,2,"SAPLING",0.03975966
"47_2",47,2,"ALCR",4.4,60,1,"CHAN","CLUMP",2,2,"SAPLING",0.10558944
"47_2",47,2,"BENE",2.7,90,0,"EQSY","IND",1,2,"SAPLING",0.03975966
"47_2",47,2,"ALCR",6.4,96.66667,0.5,"EQSY","CLUMP",6,2,"SAPLING",0.22339584
"47_2",47,2,"ALCR",0.7,90,1,"EQSY","CLUMP",2,2,"SAPLING",0.00267246
"47_2",47,2,"BENE",1.7,95,0,"VAVI","IND",1,2,"SAPLING",0.01576206
"47_2",47,2,"BENE",1.3,100,0,"CHAN","IND",1,2,"SAPLING",0.00921726
"47_2",47,2,"BENE",2.9,100,0,"EQSY","IND",1,2,"SAPLING",0.04586814
"47_2",47,2,"BENE",1.9,95,0,"CHAN","IND",1,2,"SAPLING",0.01968894
"47_2",47,2,"BENE",2.3,95,0,"EQSY","IND",1,2,"SAPLING",0.02885166
"47_2",47,2,"SALIX",1.6,100,0,"EQSY","IND",1,2,"SAPLING",0.01396224
"47_2",47,2,"BENE",2.5,100,0,"CHAN","IND",1,2,"SAPLING",0.0340875
"47_2",47,2,"BENE",1.3,95,0,"CHAN","IND",1,2,"SAPLING",0.00921726
"47_2",47,2,"ALCR",15.3,97.14285714,0.29,"VAVI","CLUMP",7,2,"SAPLING",1.27672686
"47_2",47,2,"ALCR",2.7,97.5,1,"VAVI","CLUMP",2,2,"SAPLING",0.03975966
"47_2",47,2,"ALCR",4.3,97.5,0.5,"GRASS","CLUMP",2,2,"SAPLING",0.10084446
"47_2",47,2,"BENE",1.9,90,0,"LITTER","IND",1,2,"SAPLING",0.01968894
"47_2",47,2,"BENE",1.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0122715
"47_2",47,2,"ALCR",3.4,95,0,"LITTER","CLUMP",3,2,"SAPLING",0.06304824
"47_2",47,2,"BENE",2.4,95,0,"EQSY","IND",1,2,"SAPLING",0.03141504
"47_2",47,2,"BENE",1.4,60,0,"GRASS","IND",1,2,"SAPLING",0.01068984
"47_2",47,2,"BENE",1.2,95,1,"CHAN","IND",1,2,"SAPLING",0.00785376
"47_2",47,2,"ALCR",4.8,97.5,0,"EQSY","CLUMP",2,2,"SAPLING",0.12566016
"47_2",47,2,"BENE",2.4,95,1,"EQSY","IND",1,2,"SAPLING",0.03141504
"47_2",47,2,"ALCR",2.5,100,0,"EQSY","CLUMP",2,2,"SAPLING",0.0340875
"47_2",47,2,"BENE",1.5,100,0,"VAVI","IND",1,2,"SAPLING",0.0122715
"47_2",47,2,"BENE",1.7,100,0,"CHAN","IND",1,2,"SAPLING",0.01576206
"47_2",47,2,"BENE",1.7,100,0,"EQSY","IND",1,2,"SAPLING",0.01576206
"47_2",47,2,"ALCR",3.9,80,0.5,"CHAN","CLUMP",2,2,"SAPLING",0.08295534
"47_2",47,2,"ALCR",3.4,98.33333333,0.67,"EQSY","CLUMP",3,2,"SAPLING",0.06304824
"47_2",47,2,"ALCR",6.2,98.33333333,0.17,"EQSY","CLUMP",6,2,"SAPLING",0.20965176
"47_2",47,2,"BENE",1.1,95,0,"GRASS","IND",1,2,"SAPLING",0.00659934
"47_2",47,2,"BENE",2.3,95,0,"EQSY","IND",1,2,"SAPLING",0.02885166
"47_2",47,2,"BENE",1.2,100,0,"EQSY","IND",1,2,"SAPLING",0.00785376
"47_2",47,2,"ALCR",0.8,100,0,"EQSY","IND",1,2,"SAPLING",0.00349056
"47_2",47,2,"ALCR",2,100,0,"CHAN","CLUMP",4,2,"SAPLING",0.021816
"47_2",47,2,"ALCR",0.7,100,0,"EQSY","IND",1,2,"SAPLING",0.00267246
"47_2",47,2,"ALCR",2.9,95,0.5,"GRASS","CLUMP",2,2,"SAPLING",0.04586814
"47_2",47,2,"BENE",2.4,90,0,"GRASS","IND",1,2,"SAPLING",0.03141504
"47_2",47,2,"ALCR",3,95,0,"EQSY","CLUMP",2,2,"SAPLING",0.049086
"47_2",47,2,"SALIX",1.1,100,0,"CHAN","IND",1,2,"SAPLING",0.00659934
"47_2",47,2,"BENE",2.1,95,0,"EQSY","IND",1,2,"SAPLING",0.02405214
"47_2",47,2,"BENE",1.9,95,0,"EQSY","IND",1,2,"SAPLING",0.01968894
"47_2",47,2,"BENE",3.3,9,0,"EQSY","IND",1,2,"SAPLING",0.05939406
"47_2",47,2,"BENE",1.8,95,0,"EQSY","IND",1,2,"SAPLING",0.01767096
"47_2",47,2,"BENE",1,100,0,"LITTER","IND",1,2,"SAPLING",0.005454
"47_2",47,2,"BENE",1.8,100,0,"CHAN","IND",1,2,"SAPLING",0.01767096
"47_2",47,2,"ALCR",4,92.5,1,"EQSY","CLUMP",2,2,"SAPLING",0.087264
"47_2",47,2,"ALCR",1.9,90,1,"EQSY","IND",1,2,"SAPLING",0.01968894
"47_2",47,2,"BENE",1.8,85,1,"EQSY","IND",1,2,"SAPLING",0.01767096
"47_2",47,2,"ALCR",2.2,65,1,"EQSY","CLUMP",2,2,"SAPLING",0.02639736
"47_2",47,2,"BENE",2.5,100,0,"EQSY","IND",1,2,"SAPLING",0.0340875
"47_2",47,2,"ALCR",5.9,98.33333,0,"EQSY","CLUMP",3,2,"SAPLING",0.18985374
"47_2",47,2,"BENE",2.3,100,0,"LEGR","IND",1,2,"SAPLING",0.02885166
"47_2",47,2,"ALCR",4.9,96.666667,0.67,"LITTER","CLUMP",6,2,"SAPLING",0.13095054
"47_2",47,2,"BENE",2.6,100,0,"GRASS","IND",1,2,"SAPLING",0.03686904
"47_2",47,2,"BENE",1.3,100,1,"CHAN","IND",1,2,"SAPLING",0.00921726
"47_2",47,2,"SALIX",0.9,100,0,"VAVI","IND",1,2,"SAPLING",0.00441774
"47_2",47,2,"BENE",1.3,100,0,"GRASS","IND",1,2,"SAPLING",0.00921726
"47_2",47,2,"BENE",2.3,100,0,"EQSY","IND",1,2,"SAPLING",0.02885166
"47_2",47,2,"BENE",1.6,80,0,"EQSY","IND",1,2,"SAPLING",0.01396224
"47_2",47,2,"ALCR",1.8,80,1,"EQSY","IND",1,2,"SAPLING",0.01767096
"47_2",47,2,"BENE",1.2,15,1,"EQSY","IND",1,2,"SAPLING",0.00785376
"47_2",47,2,"ALCR",9.8,81.25,0.75,"EQSY","CLUMP",4,2,"SAPLING",0.52380216
"47_2",47,2,"BENE",1.6,95,0,"EQSY","IND",1,2,"SAPLING",0.01396224
"47_2",47,2,"BENE",4.5,100,0.5,"EQSY","CLUMP",2,2,"SAPLING",0.1104435
"47_2",47,2,"BENE",1.8,30,1,"EQSY","IND",1,2,"SAPLING",0.01767096
"47_2",47,2,"BENE",1.8,80,1,"CHAN","IND",1,2,"SAPLING",0.01767096
"47_2",47,2,"ALCR",8.1,100,0.5,"CHAN","CLUMP",4,2,"SAPLING",0.35783694
"47_2",47,2,"BENE",1.6,35,1,"CHAN","IND",1,2,"SAPLING",0.01396224
"47_2",47,2,"BENE",1.1,5,1,"EQSY","IND",1,2,"SAPLING",0.00659934
"47_2",47,2,"BENE",1.3,20,0,"CHAN","IND",1,2,"SAPLING",0.00921726
"47_2",47,2,"BENE",1.6,100,1,"EQSY","IND",1,2,"SAPLING",0.01396224
"47_2",47,2,"BENE",1.3,10,1,"LITTER","IND",1,2,"SAPLING",0.00921726
"47_2",47,2,"ALCR",0.9,100,0.5,"CHAN","CLUMP",2,2,"SAPLING",0.00441774
"47_2",47,2,"BENE",1.7,100,0,"CHAN","IND",1,2,"SAPLING",0.01576206
"47_2",47,2,"ALCR",1.2,90,1,"CHAN","CLUMP",2,2,"SAPLING",0.00785376
"47_2",47,2,"ALCR",0.5,10,1,"EQSY","CLUMP",1,2,"SAPLING",0.0013635
"47_2",47,2,"ALCR",1.8,100,1,"EQSY","CLUMP",2,2,"SAPLING",0.01767096
"47_2",47,2,"ALCR",1.9,77.5,1,"EQSY","CLUMP",2,2,"SAPLING",0.01968894
"47_2",47,2,"ALCR",1.3,100,0,"EQSY","CLUMP",2,2,"SAPLING",0.00921726
"47_2",47,2,"BENE",1.2,25,1,"CHAN","IND",1,2,"SAPLING",0.00785376
"47_2",47,2,"ALCR",10.4,77.5,0.75,"EQSY","CLUMP",4,2,"SAPLING",0.58990464
"37_3",37,3,"SALIX",10.8,88.57142857,1,"EQSC","CLUMP",7,2,"SAPLING",0.63615456
"37_3",37,3,"BENE",1.1,95,0,"EQSC","IND",1,2,"SAPLING",0.00659934
"37_3",37,3,"ALCR",5.6,95,1,"LITTER","CLUMP",3,2,"SAPLING",0.17103744
"37_3",37,3,"BENE",2.8,100,0,"MOSS","IND",1,2,"SAPLING",0.04275936
"37_3",37,3,"ALCR",7,100,1,"EQSY","CLUMP",4,2,"SAPLING",0.267246
"37_3",37,3,"ALCR",2.3,100,1,"CHAN","IND",1,2,"SAPLING",0.02885166
"37_3",37,3,"ALCR",9.9,89,1,"GRASS","CLUMP",5,2,"SAPLING",0.53454654
"37_3",37,3,"BENE",1.3,100,0,"GRASS","IND",1,2,"SAPLING",0.00921726
"37_3",37,3,"ALCR",1.6,100,0,"LITTER","IND",1,2,"SAPLING",0.01396224
"37_3",37,3,"BENE",1.8,100,0,"CHAN","IND",1,2,"SAPLING",0.01767096
"37_3",37,3,"ALCR",1.3,100,0,"MOSS","IND",1,2,"SAPLING",0.00921726
"37_3",37,3,"ALCR",2.6,95,0,"LITTER","CLUMP",2,2,"SAPLING",0.03686904
"37_3",37,3,"SALIX",0.4,100,0,"EQSC","IND",1,2,"SAPLING",0.00087264
"37_3",37,3,"ALCR",1.4,100,0.33,"MOSS","CLUMP",3,2,"SAPLING",0.01068984
"37_3",37,3,"ALCR",1.3,100,0,"LITTER","IND",1,2,"SAPLING",0.00921726
"37_3",37,3,"ALCR",1.2,100,0,"MOSS","IND",1,2,"SAPLING",0.00785376
"37_3",37,3,"ALCR",1.2,100,0,"MOSS","IND",1,2,"SAPLING",0.00785376
"37_3",37,3,"SALIX",3.2,100,1,"MOSS","CLUMP",3,2,"SAPLING",0.05584896
"37_3",37,3,"ALCR",9,100,0,"MOSS","CLUMP",7,2,"SAPLING",0.441774
"37_3",37,3,"BENE",1.9,100,0,"MOSS","IND",1,2,"SAPLING",0.01968894
"37_3",37,3,"BENE",2.1,100,0,"MOSS","IND",1,2,"SAPLING",0.02405214
"37_3",37,3,"SALIX",1,30,1,"CHAN","IND",1,2,"SAPLING",0.005454
"37_3",37,3,"SALIX",5.8,83.33333,0.33,"MOSS","CLUMP",3,2,"SAPLING",0.18347256
"37_3",37,3,"SALIX",1.8,90,1,"LITTER","IND",1,2,"SAPLING",0.01767096
"37_3",37,3,"BENE",2.3,100,0,"LITTER","IND",1,2,"SAPLING",0.02885166
"37_3",37,3,"SALIX",1.2,95,1,"LITTER","IND",1,2,"SAPLING",0.00785376
"37_3",37,3,"SALIX",3.5,85,1,"LITTER","CLUMP",2,2,"SAPLING",0.0668115
"37_3",37,3,"SALIX",1.2,100,0,"LITTER","IND",1,2,"SAPLING",0.00785376
"37_3",37,3,"SALIX",2.1,85,1,"LITTER","CLUMP",2,2,"SAPLING",0.02405214
"37_3",37,3,"SALIX",5.2,93.33333,0.67,"LITTER","CLUMP",3,2,"SAPLING",0.14747616
"37_3",37,3,"SALIX",1.5,95,1,"LITTER","CLUMP",2,2,"SAPLING",0.0122715
"37_3",37,3,"SALIX",1.5,100,0,"LITTER","IND",1,2,"SAPLING",0.0122715
"37_3",37,3,"SALIX",2.2,75,1,"GRASS","IND",1,2,"SAPLING",0.02639736
"37_3",37,3,"SALIX",3.5,98.333333,1,"LITTER","CLUMP",3,2,"SAPLING",0.0668115
"37_3",37,3,"BENE",3,60,0.5,"MOSS","CLUMP",2,2,"SAPLING",0.049086
"37_3",37,3,"SALIX",7,97,1,"LITTER","CLUMP",5,2,"SAPLING",0.267246
"37_3",37,3,"SALIX",0.5,50,1,"MOSS","CLUMP",1,2,"SAPLING",0.0013635
"37_3",37,3,"SALIX",3.4,95,1,"LITTER","CLUMP",2,2,"SAPLING",0.06304824
"37_3",37,3,"BENE",4.8,90,0.5,"MOSS","CLUMP",2,2,"SAPLING",0.12566016
"37_3",37,3,"BENE",3.6,90,0.5,"LITTER","CLUMP",2,2,"SAPLING",0.07068384
"37_3",37,3,"SALIX",1.4,100,0,"MOSS","CLUMP",2,2,"SAPLING",0.01068984
"37_3",37,3,"BENE",5.1,100,0,"MOSS","CLUMP",2,2,"SAPLING",0.14185854
"37_3",37,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING",0.00087264
"37_3",37,3,"BENE",2.1,100,0,"MOSS","IND",1,2,"SAPLING",0.02405214
"37_3",37,3,"SALIX",0.6,100,0,"MOSS","IND",1,2,"SAPLING",0.00196344
"37_3",37,3,"SALIX",2.5,90,0.67,"MOSS","CLUMP",3,2,"SAPLING",0.0340875
"37_3",37,3,"SALIX",7.5,38,1,"LITTER","CLUMP",5,2,"SAPLING",0.3067875
"37_3",37,3,"SALIX",4.7,90,0.75,"LITTER","CLUMP",4,2,"SAPLING",0.12047886
"37_3",37,3,"BENE",2.4,100,0,"LITTER","IND",1,2,"SAPLING",0.03141504
"37_3",37,3,"BENE",2.3,100,0,"LITTER","IND",1,2,"SAPLING",0.02885166
"37_3",37,3,"BENE",2.3,100,1,"MOSS","IND",1,2,"SAPLING",0.02885166
"37_3",37,3,"BENE",4,100,0,"LITTER","CLUMP",2,2,"SAPLING",0.087264
"37_3",37,3,"SALIX",2.7,88.33333,1,"MOSS","CLUMP",3,2,"SAPLING",0.03975966
"37_3",37,3,"BENE",2.6,60,1,"MOSS","CLUMP",2,2,"SAPLING",0.03686904
"37_3",37,3,"SALIX",3.1,87.5,0.5,"MOSS","CLUMP",4,2,"SAPLING",0.05241294
"37_3",37,3,"SALIX",11.3,80.5,1,"LITTER","CLUMP",10,2,"SAPLING",0.69642126
"37_3",37,3,"SALIX",1.9,75,1,"MOSS","CLUMP",2,2,"SAPLING",0.01968894
"15_3",15,3,"BENE",1.9,90,1,"ROAC","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",4,92.5,1,"GRASS","CLUMP",2,0.1,"SAPLING",0.087264
"15_3",15,3,"BENE",1.9,95,1,"LITTER","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",1.9,95,1,"LEGR","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",2.8,90,0,"LITTER","IND",1,0.1,"SAPLING",0.04275936
"15_3",15,3,"BENE",1.4,90,0,"LITTER","IND",1,0.1,"SAPLING",0.01068984
"15_3",15,3,"BENE",1.4,95,0,"MOSS","IND",1,0.1,"SAPLING",0.01068984
"15_3",15,3,"BENE",1.2,50,1,"EQSC","CLUMP",2,0.1,"SAPLING",0.00785376
"15_3",15,3,"BENE",1.9,70,1,"VAUL","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",0.3,100,0,"LITTER","IND",1,0.1,"SAPLING",0.00049086
"15_3",15,3,"BENE",6.5,86.666667,0.67,"LITTER","CLUMP",3,0.1,"SAPLING",0.2304315
"15_3",15,3,"BENE",4.1,70,1,"LITTER","CLUMP",2,0.1,"SAPLING",0.09168174
"15_3",15,3,"BENE",2.2,80,0.33,"LEGR","CLUMP",3,0.1,"SAPLING",0.02639736
"15_3",15,3,"BENE",5.2,95,0,"CHAN","IND",1,0.1,"SAPLING",0.14747616
"15_3",15,3,"BENE",1.3,95,1,"LEGR","IND",1,0.1,"SAPLING",0.00921726
"15_3",15,3,"BENE",1.8,95,1,"LITTER","IND",1,0.1,"SAPLING",0.01767096
"15_3",15,3,"BENE",2.1,95,1,"MOSS","IND",1,0.1,"SAPLING",0.02405214
"15_3",15,3,"BENE",1.9,40,1,"GRASS","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",1.9,95,1,"GRASS","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",1.9,20,1,"GRASS","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",0.3,100,0,"LITTER","IND",1,0.1,"SAPLING",0.00049086
"15_3",15,3,"BENE",2.8,47.5,1,"LITTER","CLUMP",2,0.1,"SAPLING",0.04275936
"15_3",15,3,"BENE",1.9,95,1,"MOSS","IND",1,0.1,"SAPLING",0.01968894
"15_3",15,3,"BENE",2.2,90,1,"LITTER","IND",1,0.1,"SAPLING",0.02639736
"15_3",15,3,"BENE",2.2,90,1,"LITTER","IND",1,0.1,"SAPLING",0.02639736
"15_3",15,3,"SALIX",5.7,41.666667,1,"GRASS","CLUMP",3,0.1,"SAPLING",0.17720046
"15_3",15,3,"BENE",1.1,100,0,"MOSS","IND",1,0.1,"SAPLING",0.00659934
"55_3",55,3,"BENE",3.1,92.5,1,"LITTER","CLUMP",2,2,"SAPLING",0.05241294
"55_3",55,3,"BENE",0.4,100,0,"MOSS","IND",1,2,"SAPLING",0.00087264
"55_3",55,3,"BENE",2.4,95,0,"MOSS","IND",1,2,"SAPLING",0.03141504
"55_3",55,3,"BENE",1.6,95,0,"MOSS","IND",1,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",0.4,100,0,"MOSS","IND",1,2,"SAPLING",0.00087264
"55_3",55,3,"BENE",1.6,95,0,"MOSS","IND",1,2,"SAPLING",0.01396224
"55_3",55,3,"BENE",0.7,90,1,"MOSS","IND",1,2,"SAPLING",0.00267246
"55_3",55,3,"SALIX",2.2,80,1,"GRASS","CLUMP",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",0.9,95,1,"LITTER","IND",1,2,"SAPLING",0.00441774
"55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",2.5,95,1,"MOSS","IND",1,2,"SAPLING",0.0340875
"55_3",55,3,"BENE",3.4,95,0.5,"LITTER","CLUMP",2,2,"SAPLING",0.06304824
"55_3",55,3,"SALIX",2.6,100,0,"MOSS","CLUMP",3,2,"SAPLING",0.03686904
"55_3",55,3,"ALCR",2.6,95,0,"MOSS","IND",1,2,"SAPLING",0.03686904
"55_3",55,3,"BENE",2.1,90,0,"LITTER","IND",1,2,"SAPLING",0.02405214
"55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",1.7,96.6666667,0,"LITTER","CLUMP",3,2,"SAPLING",0.01576206
"55_3",55,3,"BENE",5,83.75,0.75,"EQSC","CLUMP",4,2,"SAPLING",0.13635
"55_3",55,3,"BENE",2.2,95,0,"EQSC","IND",1,2,"SAPLING",0.02639736
"55_3",55,3,"BENE",4.6,100,0,"EQSC","IND",1,2,"SAPLING",0.11540664
"55_3",55,3,"BENE",1.7,90,1,"LITTER","IND",1,2,"SAPLING",0.01576206
"55_3",55,3,"BENE",3.2,95,0,"GRASS","IND",1,2,"SAPLING",0.05584896
"55_3",55,3,"BENE",0.3,100,0,"LITTER","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",1.4,95,1,"MOSS","IND",1,2,"SAPLING",0.01068984
"55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2,"SAPLING",0.00049086
"55_3",55,3,"BENE",1.8,60,1,"EQSC","IND",1,2,"SAPLING",0.01767096
"55_3",55,3,"SALIX",3.8,73.333333,1,"GRASS","CLUMP",3,2,"SAPLING",0.07875576
"55_3",55,3,"BENE",2.7,95,1,"EQSC","IND",1,2,"SAPLING",0.03975966
"55_3",55,3,"BENE",0.7,100,0,"EQSC","IND",1,2,"SAPLING",0.00267246
"55_3",55,3,"SALIX",1.4,100,1,"MOSS","IND",1,2,"SAPLING",0.01068984
"55_3",55,3,"SALIX",2.3,82.5,0.5,"MOSS","CLUMP",2,2,"SAPLING",0.02885166
"55_3",55,3,"SALIX",1.7,100,1,"EQSC","IND",1,2,"SAPLING",0.01576206
"55_3",55,3,"BENE",0.5,95,1,"GRASS","IND",1,2,"SAPLING",0.0013635
"55_3",55,3,"BENE",3.7,95,0,"MOSS","IND",1,2,"SAPLING",0.07466526
"55_3",55,3,"BENE",2.3,95,0,"LITTER","IND",1,2,"SAPLING",0.02885166
"55_3",55,3,"SALIX",2.4,65,1,"EQSC","IND",1,2,"SAPLING",0.03141504
"55_3",55,3,"SALIX",3.3,95,1,"MOSS","CLUMP",3,2,"SAPLING",0.05939406
"55_3",55,3,"SALIX",2.4,90,1,"EQSC","IND",1,2,"SAPLING",0.03141504
"55_3",55,3,"SALIX",1.9,90,1,"EQSC","CLUMP",1,2,"SAPLING",0.01968894
"55_3",55,3,"SALIX",7,57,1,"EQSC","CLUMP",5,2,"SAPLING",0.267246
