"SITE","SITECODE","TREAT","TYPE","DIVISON","SPP","COUNT_SITE","BASAL_SITE","COUNT_HA","BASAL_HA","LAT","LONG","SLOPE","ASPECT_RAW","ELEVATION","SOLAR","EXP_MIN","OL_AV","TOTAL_COUNT_SITE","DECID_COUNT_SITE","CONIF_COUNT_SITE","DECID_PROP_SITE","CONIF_PROP_SITE","DECID_COUNT_HA","CONIF_COUNT_HA","DECID_BASAL_HA","CONIF_BASAL_HA"
"DALTON","7_3",3,"SAPLING","d","SALIX",1,0.02405214,25,0.6013035,65.68674,-149.19289,9.26019,132.677002,292.8930054,602306.2811,32.5,1.7,7,7,0,1,0,175,0,6.825681,0
"STEESE","1_0",0,"SAPLING","d","ALCR",0,0,0,0,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,60,0,60,0,1,0,1500,0,19.54787075
"STEESE","1_0",0,"SAPLING","d","ARCT",0,0,0,0,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,16,0,60,0,3.75,0,1500,0,19.54787075
"STEESE","1_0",0,"SAPLING","d","BENE",0,0,0,0,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,17,0,60,0,3.52941176470588,0,1500,0,19.54787075
"STEESE","1_0",0,"SAPLING","c","PIME",60,0.78191483,1500,19.54787075,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,24,0,60,0,2.5,0,1500,0,19.54787075
"STEESE","1_0",0,"SAPLING","d","POBA",0,0,0,0,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,54,0,60,0,1.11111111111111,0,1500,0,19.54787075
"STEESE","1_0",0,"SAPLING","d","POTR",0,0,0,0,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,7,0,60,0,8.57142857142857,0,1500,0,19.54787075
"STEESE","1_0",0,"SAPLING","d","SALIX",0,0,0,0,65.5631,-145.02356,2.58249,42.5637016,442.0629883,618011.3063,0,20.5,16,0,60,0,3.75,0,1500,0,19.54787075
"STEESE","31_0",0,"SAPLING","d","ALCR",0,0,0,0,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,33,0,16,0,0.484848484848485,0,400,0,5.468764894
"STEESE","31_0",0,"SAPLING","d","ARCT",0,0,0,0,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,16,0,16,0,1,0,400,0,5.468764894
"STEESE","31_0",0,"SAPLING","d","BENE",0,0,0,0,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,7,0,16,0,2.28571428571429,0,400,0,5.468764894
"STEESE","31_0",0,"SAPLING","c","PIME",16,0.218750596,400,5.468764894,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,11,0,16,0,1.45454545454545,0,400,0,5.468764894
"STEESE","31_0",0,"SAPLING","d","POBA",0,0,0,0,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,10,0,16,0,1.6,0,400,0,5.468764894
"STEESE","31_0",0,"SAPLING","d","POTR",0,0,0,0,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,34,0,16,0,0.470588235294118,0,400,0,5.468764894
"STEESE","31_0",0,"SAPLING","d","SALIX",0,0,0,0,65.5649,-144.96962,1.41787,24.7474003,393.6340027,613316.3514,0,18.6,14,0,16,0,1.14285714285714,0,400,0,5.468764894
"STEESE","6_0",0,"SAPLING","d","ALCR",0,0,0,0,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,14,1,16,0.0714285714285714,1.14285714285714,25,400,3.629521156,15.65032341
"STEESE","6_0",0,"SAPLING","d","ARCT",0,0,0,0,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,136,1,16,0.00735294117647059,0.117647058823529,25,400,3.629521156,15.65032341
"STEESE","6_0",0,"SAPLING","d","BENE",0,0,0,0,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,8,1,16,0.125,2,25,400,3.629521156,15.65032341
"STEESE","6_0",0,"SAPLING","c","PIME",16,0.626012936,400,15.65032341,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,182,1,16,0.00549450549450549,0.0879120879120879,25,400,3.629521156,15.65032341
"STEESE","6_0",0,"SAPLING","d","POBA",0,0,0,0,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,43,1,16,0.0232558139534884,0.372093023255814,25,400,3.629521156,15.65032341
"STEESE","6_0",0,"SAPLING","d","POTR",0,0,0,0,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,141,1,16,0.00709219858156028,0.113475177304965,25,400,3.629521156,15.65032341
"STEESE","6_0",0,"SAPLING","d","SALIX",1,0.145180846,25,3.629521156,65.56738,-144.92766,2.1138599,5.0445299,367.2260132,610943.4977,0,19.8,23,1,16,0.0434782608695652,0.695652173913043,25,400,3.629521156,15.65032341
"STEESE","9_0",0,"SAPLING","d","ALCR",0,0,0,0,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,125,0,24,0,0.192,0,600,0,79.42776646
"STEESE","9_0",0,"SAPLING","d","ARCT",0,0,0,0,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,81,0,24,0,0.296296296296296,0,600,0,79.42776646
"STEESE","9_0",0,"SAPLING","d","BENE",0,0,0,0,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,40,0,24,0,0.6,0,600,0,79.42776646
"STEESE","9_0",0,"SAPLING","c","PIME",24,3.177110658,600,79.42776646,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,60,0,24,0,0.4,0,600,0,79.42776646
"STEESE","9_0",0,"SAPLING","d","POBA",0,0,0,0,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,16,0,24,0,1.5,0,600,0,79.42776646
"STEESE","9_0",0,"SAPLING","d","POTR",0,0,0,0,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,17,0,24,0,1.41176470588235,0,600,0,79.42776646
"STEESE","9_0",0,"SAPLING","d","SALIX",0,0,0,0,65.56702,-144.9287,1.91345,15.9607,369.2820129,611139.9469,0,21.9,24,0,24,0,1,0,600,0,79.42776646
"STEESE","18_1",1,"SAPLING","d","ALCR",0,0,0,0,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,54,54,0,1,0,1350,0,5.489451,0
"STEESE","18_1",1,"SAPLING","d","ARCT",0,0,0,0,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,7,54,0,7.71428571428571,0,1350,0,5.489451,0
"STEESE","18_1",1,"SAPLING","d","BENE",50,0.2176146,1250,5.440365,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,16,54,0,3.375,0,1350,0,5.489451,0
"STEESE","18_1",1,"SAPLING","c","PIME",0,0,0,0,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,33,54,0,1.63636363636364,0,1350,0,5.489451,0
"STEESE","18_1",1,"SAPLING","d","POBA",0,0,0,0,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,16,54,0,3.375,0,1350,0,5.489451,0
"STEESE","18_1",1,"SAPLING","d","POTR",0,0,0,0,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,7,54,0,7.71428571428571,0,1350,0,5.489451,0
"STEESE","18_1",1,"SAPLING","d","SALIX",4,0.00196344,100,0.049086,65.58321,-145.00757,1.22018,86.7618027,415.95401,615661.5585,0,7.75,11,54,0,4.90909090909091,0,1350,0,5.489451,0
"STEESE","20_1",1,"SAPLING","d","ALCR",0,0,0,0,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,10,7,0,0.7,0,175,0,24.2253045,0
"STEESE","20_1",1,"SAPLING","d","ARCT",0,0,0,0,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,34,7,0,0.205882352941176,0,175,0,24.2253045,0
"STEESE","20_1",1,"SAPLING","d","BENE",0,0,0,0,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,14,7,0,0.5,0,175,0,24.2253045,0
"STEESE","20_1",1,"SAPLING","c","PIME",0,0,0,0,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,14,7,0,0.5,0,175,0,24.2253045,0
"STEESE","20_1",1,"SAPLING","d","POBA",0,0,0,0,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,136,7,0,0.0514705882352941,0,175,0,24.2253045,0
"STEESE","20_1",1,"SAPLING","d","POTR",0,0,0,0,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,8,7,0,0.875,0,175,0,24.2253045,0
"STEESE","20_1",1,"SAPLING","d","SALIX",7,0.96901218,175,24.2253045,65.5648,-144.92697,1.26079,45.5505981,371.9349976,611370.3313,0,13,182,7,0,0.0384615384615385,0,175,0,24.2253045,0
"STEESE","28_1",1,"SAPLING","d","ALCR",0,0,0,0,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,43,16,0,0.372093023255814,0,400,0,0.51813,0
"STEESE","28_1",1,"SAPLING","d","ARCT",0,0,0,0,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,141,16,0,0.113475177304965,0,400,0,0.51813,0
"STEESE","28_1",1,"SAPLING","d","BENE",12,0.01625292,300,0.406323,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,23,16,0,0.695652173913043,0,400,0,0.51813,0
"STEESE","28_1",1,"SAPLING","c","PIME",0,0,0,0,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,125,16,0,0.128,0,400,0,0.51813,0
"STEESE","28_1",1,"SAPLING","d","POBA",0,0,0,0,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,81,16,0,0.197530864197531,0,400,0,0.51813,0
"STEESE","28_1",1,"SAPLING","d","POTR",0,0,0,0,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,40,16,0,0.4,0,400,0,0.51813,0
"STEESE","28_1",1,"SAPLING","d","SALIX",4,0.00447228,100,0.111807,65.58453,-144.97688,1.64726,124.8460007,404.0740051,614486.8667,0,11,60,16,0,0.266666666666667,0,400,0,0.51813,0
"STEESE","29_1",1,"SAPLING","d","ALCR",0,0,0,0,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,16,33,0,2.0625,0,825,0,33.3089415,0
"STEESE","29_1",1,"SAPLING","d","ARCT",0,0,0,0,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,17,33,0,1.94117647058824,0,825,0,33.3089415,0
"STEESE","29_1",1,"SAPLING","d","BENE",24,1.32543108,600,33.135777,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,24,33,0,1.375,0,825,0,33.3089415,0
"STEESE","29_1",1,"SAPLING","c","PIME",0,0,0,0,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,54,33,0,0.611111111111111,0,825,0,33.3089415,0
"STEESE","29_1",1,"SAPLING","d","POBA",0,0,0,0,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,7,33,0,4.71428571428571,0,825,0,33.3089415,0
"STEESE","29_1",1,"SAPLING","d","POTR",0,0,0,0,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,16,33,0,2.0625,0,825,0,33.3089415,0
"STEESE","29_1",1,"SAPLING","d","SALIX",9,0.00692658,225,0.1731645,65.58229,-145.0013,1.31306,106.7470016,411.6220093,615269.6914,0,11,33,33,0,1,0,825,0,33.3089415,0
"STEESE","33_1",1,"SAPLING","d","ALCR",2,0.14136768,50,3.534192,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,16,6,10,0.375,0.625,150,250,5.074947,60.664842
"STEESE","33_1",1,"SAPLING","d","ARCT",0,0,0,0,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,7,6,10,0.857142857142857,1.42857142857143,150,250,5.074947,60.664842
"STEESE","33_1",1,"SAPLING","d","BENE",0,0,0,0,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,11,6,10,0.545454545454545,0.909090909090909,150,250,5.074947,60.664842
"STEESE","33_1",1,"SAPLING","c","PIME",10,2.42659368,250,60.664842,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,10,6,10,0.6,1,150,250,5.074947,60.664842
"STEESE","33_1",1,"SAPLING","d","POBA",0,0,0,0,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,34,6,10,0.176470588235294,0.294117647058824,150,250,5.074947,60.664842
"STEESE","33_1",1,"SAPLING","d","POTR",0,0,0,0,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,14,6,10,0.428571428571429,0.714285714285714,150,250,5.074947,60.664842
"STEESE","33_1",1,"SAPLING","d","SALIX",4,0.0616302,100,1.540755,65.58279,-144.99422,2.1331899,131.6660004,408.3590088,615002.8692,0,8.5,14,6,10,0.428571428571429,0.714285714285714,150,250,5.074947,60.664842
"STEESE","36_1",1,"SAPLING","d","ALCR",0,0,0,0,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,136,7,0,0.0514705882352941,0,175,0,3.196044,0
"STEESE","36_1",1,"SAPLING","d","ARCT",0,0,0,0,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,8,7,0,0.875,0,175,0,3.196044,0
"STEESE","36_1",1,"SAPLING","d","BENE",0,0,0,0,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,182,7,0,0.0384615384615385,0,175,0,3.196044,0
"STEESE","36_1",1,"SAPLING","c","PIME",0,0,0,0,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,43,7,0,0.162790697674419,0,175,0,3.196044,0
"STEESE","36_1",1,"SAPLING","d","POBA",0,0,0,0,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,141,7,0,0.049645390070922,0,175,0,3.196044,0
"STEESE","36_1",1,"SAPLING","d","POTR",0,0,0,0,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,23,7,0,0.304347826086957,0,175,0,3.196044,0
"STEESE","36_1",1,"SAPLING","d","SALIX",7,0.12784176,175,3.196044,65.56454,-144.92126,2.49541,58.3437004,367.7340088,610879.8979,0,12.6,125,7,0,0.056,0,175,0,3.196044,0
"STEESE","5_1",1,"SAPLING","d","ALCR",2,0.44510094,50,11.1275235,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,81,11,0,0.135802469135802,0,275,0,15.1716645,0
"STEESE","5_1",1,"SAPLING","d","ARCT",1,0.04275936,25,1.068984,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,40,11,0,0.275,0,275,0,15.1716645,0
"STEESE","5_1",1,"SAPLING","d","BENE",8,0.11900628,200,2.975157,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,60,11,0,0.183333333333333,0,275,0,15.1716645,0
"STEESE","5_1",1,"SAPLING","c","PIME",0,0,0,0,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,16,11,0,0.6875,0,275,0,15.1716645,0
"STEESE","5_1",1,"SAPLING","d","POBA",0,0,0,0,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,17,11,0,0.647058823529412,0,275,0,15.1716645,0
"STEESE","5_1",1,"SAPLING","d","POTR",0,0,0,0,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,24,11,0,0.458333333333333,0,275,0,15.1716645,0
"STEESE","5_1",1,"SAPLING","d","SALIX",0,0,0,0,65.5869,-144.98392,1.47034,115.8499985,409.2749939,615125.2874,0,11.4,54,11,0,0.203703703703704,0,275,0,15.1716645,0
"STEESE","19_2",2,"SAPLING","d","ALCR",0,0,0,0,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,7,10,0,1.42857142857143,0,250,0,0.578124,0
"STEESE","19_2",2,"SAPLING","d","ARCT",0,0,0,0,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,16,10,0,0.625,0,250,0,0.578124,0
"STEESE","19_2",2,"SAPLING","d","BENE",0,0,0,0,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,33,10,0,0.303030303030303,0,250,0,0.578124,0
"STEESE","19_2",2,"SAPLING","c","PIME",0,0,0,0,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,16,10,0,0.625,0,250,0,0.578124,0
"STEESE","19_2",2,"SAPLING","d","POBA",0,0,0,0,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,7,10,0,1.42857142857143,0,250,0,0.578124,0
"STEESE","19_2",2,"SAPLING","d","POTR",2,0.00098172,50,0.024543,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,11,10,0,0.909090909090909,0,250,0,0.578124,0
"STEESE","19_2",2,"SAPLING","d","SALIX",8,0.02214324,200,0.553581,65.58894,-144.97484,0.339272,189.8070068,406.8299866,614924.3855,0.3,9.6,10,10,0,1,0,250,0,0.578124,0
"STEESE","26_2",2,"SAPLING","d","ALCR",7,0.12255138,175,3.0637845,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,34,33,1,0.970588235294118,0.0294117647058824,825,25,5.091309,0.087264
"STEESE","26_2",2,"SAPLING","d","ARCT",0,0,0,0,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,14,33,1,2.35714285714286,0.0714285714285714,825,25,5.091309,0.087264
"STEESE","26_2",2,"SAPLING","d","BENE",21,0.07477434,525,1.8693585,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,14,33,1,2.35714285714286,0.0714285714285714,825,25,5.091309,0.087264
"STEESE","26_2",2,"SAPLING","c","PIME",1,0.00349056,25,0.087264,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,136,33,1,0.242647058823529,0.00735294117647059,825,25,5.091309,0.087264
"STEESE","26_2",2,"SAPLING","d","POBA",0,0,0,0,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,8,33,1,4.125,0.125,825,25,5.091309,0.087264
"STEESE","26_2",2,"SAPLING","d","POTR",1,5.45e-05,25,0.0013635,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,182,33,1,0.181318681318681,0.00549450549450549,825,25,5.091309,0.087264
"STEESE","26_2",2,"SAPLING","d","SALIX",4,0.0062721,100,0.1568025,65.58922,-144.95374,0.660417,36.3540993,397.9169922,614069.5701,0,13,43,33,1,0.767441860465116,0.0232558139534884,825,25,5.091309,0.087264
"STEESE","27_2",2,"SAPLING","d","ALCR",0,0,0,0,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,141,14,0,0.099290780141844,0,350,0,0.5767605,0
"STEESE","27_2",2,"SAPLING","d","ARCT",0,0,0,0,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,23,14,0,0.608695652173913,0,350,0,0.5767605,0
"STEESE","27_2",2,"SAPLING","d","BENE",12,0.02061612,300,0.515403,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,125,14,0,0.112,0,350,0,0.5767605,0
"STEESE","27_2",2,"SAPLING","c","PIME",0,0,0,0,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,81,14,0,0.172839506172839,0,350,0,0.5767605,0
"STEESE","27_2",2,"SAPLING","d","POBA",0,0,0,0,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,40,14,0,0.35,0,350,0,0.5767605,0
"STEESE","27_2",2,"SAPLING","d","POTR",0,0,0,0,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,60,14,0,0.233333333333333,0,350,0,0.5767605,0
"STEESE","27_2",2,"SAPLING","d","SALIX",2,0.0024543,50,0.0613575,65.58768,-144.97264,1.46521,96.3998032,404.8529968,614624.8976,0.5,9.6,16,14,0,0.875,0,350,0,0.5767605,0
"STEESE","3_2",2,"SAPLING","d","ALCR",0,0,0,0,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,17,14,0,0.823529411764706,0,350,0,0.9994455,0
"STEESE","3_2",2,"SAPLING","d","ARCT",3,0.02110698,75,0.5276745,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,24,14,0,0.583333333333333,0,350,0,0.9994455,0
"STEESE","3_2",2,"SAPLING","d","BENE",8,0.0177255,200,0.4431375,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,54,14,0,0.259259259259259,0,350,0,0.9994455,0
"STEESE","3_2",2,"SAPLING","c","PIME",0,0,0,0,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,7,14,0,2,0,350,0,0.9994455,0
"STEESE","3_2",2,"SAPLING","d","POBA",0,0,0,0,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,16,14,0,0.875,0,350,0,0.9994455,0
"STEESE","3_2",2,"SAPLING","d","POTR",3,0.00114534,75,0.0286335,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,33,14,0,0.424242424242424,0,350,0,0.9994455,0
"STEESE","3_2",2,"SAPLING","d","SALIX",0,0,0,0,65.58942,-144.9704,0.517824,60.4464989,404.8940125,614740.9913,0.5,11,16,14,0,0.875,0,350,0,0.9994455,0
"STEESE","34_2",2,"SAPLING","d","ALCR",0,0,0,0,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,7,136,0,19.4285714285714,0,3400,0,14.6071755,0
"STEESE","34_2",2,"SAPLING","d","ARCT",0,0,0,0,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,11,136,0,12.3636363636364,0,3400,0,14.6071755,0
"STEESE","34_2",2,"SAPLING","d","BENE",15,0.16258374,375,4.0645935,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,10,136,0,13.6,0,3400,0,14.6071755,0
"STEESE","34_2",2,"SAPLING","c","PIME",0,0,0,0,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,34,136,0,4,0,3400,0,14.6071755,0
"STEESE","34_2",2,"SAPLING","d","POBA",0,0,0,0,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,14,136,0,9.71428571428571,0,3400,0,14.6071755,0
"STEESE","34_2",2,"SAPLING","d","POTR",3,0.00452682,75,0.1131705,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,14,136,0,9.71428571428571,0,3400,0,14.6071755,0
"STEESE","34_2",2,"SAPLING","d","SALIX",118,0.41717646,2950,10.4294115,65.58088,-145.03844,0.618209,162.3209991,427.9970093,617110.4042,0,2.6,136,136,0,1,0,3400,0,14.6071755,0
"STEESE","4_2",2,"SAPLING","d","ALCR",0,0,0,0,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,8,8,0,1,0,200,0,0.534492,0
"STEESE","4_2",2,"SAPLING","d","ARCT",0,0,0,0,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,182,8,0,0.043956043956044,0,200,0,0.534492,0
"STEESE","4_2",2,"SAPLING","d","BENE",8,0.02137968,200,0.534492,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,43,8,0,0.186046511627907,0,200,0,0.534492,0
"STEESE","4_2",2,"SAPLING","c","PIME",0,0,0,0,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,141,8,0,0.0567375886524823,0,200,0,0.534492,0
"STEESE","4_2",2,"SAPLING","d","POBA",0,0,0,0,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,23,8,0,0.347826086956522,0,200,0,0.534492,0
"STEESE","4_2",2,"SAPLING","d","POTR",0,0,0,0,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,125,8,0,0.064,0,200,0,0.534492,0
"STEESE","4_2",2,"SAPLING","d","SALIX",0,0,0,0,65.58785,-144.97032,0.853737,77.2068024,403.696991,614556.4887,1.6,13,81,8,0,0.0987654320987654,0,200,0,0.534492,0
"STEESE","17_3",3,"SAPLING","d","ALCR",0,0,0,0,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,40,181,1,4.525,0.025,4525,25,65.968857,0.1649835
"STEESE","17_3",3,"SAPLING","d","ARCT",2,0.00632664,50,0.158166,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,60,181,1,3.01666666666667,0.0166666666666667,4525,25,65.968857,0.1649835
"STEESE","17_3",3,"SAPLING","d","BENE",2,0.0035451,50,0.0886275,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,16,181,1,11.3125,0.0625,4525,25,65.968857,0.1649835
"STEESE","17_3",3,"SAPLING","c","PIME",1,0.00659934,25,0.1649835,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,17,181,1,10.6470588235294,0.0588235294117647,4525,25,65.968857,0.1649835
"STEESE","17_3",3,"SAPLING","d","POBA",0,0,0,0,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,24,181,1,7.54166666666667,0.0416666666666667,4525,25,65.968857,0.1649835
"STEESE","17_3",3,"SAPLING","d","POTR",105,1.70742924,2625,42.685731,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,54,181,1,3.35185185185185,0.0185185185185185,4525,25,65.968857,0.1649835
"STEESE","17_3",3,"SAPLING","d","SALIX",72,0.9214533,1800,23.0363325,65.59335,-145.00465,0.941261,105.9840012,422.8439941,616492.1717,0.3,3.4,7,181,1,25.8571428571429,0.142857142857143,4525,25,65.968857,0.1649835
"STEESE","2_3",3,"SAPLING","d","ALCR",0,0,0,0,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,16,43,0,2.6875,0,1075,0,18.131823,0
"STEESE","2_3",3,"SAPLING","d","ARCT",0,0,0,0,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,33,43,0,1.3030303030303,0,1075,0,18.131823,0
"STEESE","2_3",3,"SAPLING","d","BENE",3,0.11049804,75,2.762451,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,16,43,0,2.6875,0,1075,0,18.131823,0
"STEESE","2_3",3,"SAPLING","c","PIME",0,0,0,0,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,7,43,0,6.14285714285714,0,1075,0,18.131823,0
"STEESE","2_3",3,"SAPLING","d","POBA",0,0,0,0,65.5891,-145.00218,1.27923,109.0019989,419.6220093,616109.9153,1.8,1.6,11,43,0,3.90909090909091,0,1075,0,18.131823,0
