"SITE","SITECODE","SITENUM","TREAT","SPP","DBH_AV","CAN_AV","BROW_INDEX","UND","CLUMP","STEM_COUNT","QUAD"
"DALTON","57_2",57,2,"BENE",1.8,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.6,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.9,95,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.9,95,0,"EQSY","IND",1,2
"DALTON","57_2",57,2,"BENE",1.9,95,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"CHAN","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"EQSC","IND",1,2
"DALTON","57_2",57,2,"BENE",1.4,95,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.7,90,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",2,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.2,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.7,95,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"SALIX",1.2,60,1,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.6,95,1,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.7,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",2.8,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.7,95,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.8,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.6,95,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.7,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",4.6,95,0,"LITTER","CLUMP",2,2
"DALTON","57_2",57,2,"BENE",1.7,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",3.3,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.1,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"SALIX",1.7,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.5,100,0,"CHAN","IND",1,2
"DALTON","57_2",57,2,"BENE",2.9,100,0,"CHAN","IND",1,2
"DALTON","57_2",57,2,"BENE",1.2,80,1,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.5,60,1,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",2.3,95,0,"POPR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.7,80,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,95,1,"POPR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.3,70,1,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.9,100,0,"CHAN","IND",1,2
"DALTON","57_2",57,2,"BENE",1.4,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.3,95,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.4,95,1,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.1,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",2.5,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",0.8,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.2,100,0,"EQAR","IND",1,2
"DALTON","57_2",57,2,"BENE",1.5,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.2,100,0,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",1.1,95,1,"LITTER","IND",1,2
"DALTON","57_2",57,2,"BENE",3.8,100,1,"LITTER","CLUMP",2,2
"DALTON","57_2",57,2,"BENE",1.4,95,0,"LITTER","IND",1,2
"DALTON","47_2",47,2,"BENE",2,95,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",1.2,95,0,"GRASS","IND",1,2
"DALTON","47_2",47,2,"ALCR",3,95,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",2.1,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",2.7,100,0,"LITTER","IND",1,2
"DALTON","47_2",47,2,"SALIX",1.4,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",4.4,60,1,"CHAN","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",2.7,90,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",6.4,96.66667,0.5,"EQSY","CLUMP",6,2
"DALTON","47_2",47,2,"ALCR",0.7,90,1,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",1.7,95,0,"VAVI","IND",1,2
"DALTON","47_2",47,2,"BENE",1.3,100,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",2.9,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.9,95,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",2.3,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"SALIX",1.6,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",2.5,100,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",1.3,95,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",15.3,97.14285714,0.29,"VAVI","CLUMP",7,2
"DALTON","47_2",47,2,"ALCR",2.7,97.5,1,"VAVI","CLUMP",2,2
"DALTON","47_2",47,2,"ALCR",4.3,97.5,0.5,"GRASS","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",1.9,90,0,"LITTER","IND",1,2
"DALTON","47_2",47,2,"BENE",1.5,100,0,"LITTER","IND",1,2
"DALTON","47_2",47,2,"ALCR",3.4,95,0,"LITTER","CLUMP",3,2
"DALTON","47_2",47,2,"BENE",2.4,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.4,60,0,"GRASS","IND",1,2
"DALTON","47_2",47,2,"BENE",1.2,95,1,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",4.8,97.5,0,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",2.4,95,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",2.5,100,0,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",1.5,100,0,"VAVI","IND",1,2
"DALTON","47_2",47,2,"BENE",1.7,100,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",1.7,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",3.9,80,0.5,"CHAN","CLUMP",2,2
"DALTON","47_2",47,2,"ALCR",1.9,95,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",3.4,98.33333333,0.67,"EQSY","CLUMP",3,2
"DALTON","47_2",47,2,"ALCR",6.2,98.33333333,0.17,"EQSY","CLUMP",6,2
"DALTON","47_2",47,2,"BENE",1.1,95,0,"GRASS","IND",1,2
"DALTON","47_2",47,2,"BENE",2.3,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.2,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",0.8,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",4,99,0,"EQSY","CLUMP",5,2
"DALTON","47_2",47,2,"ALCR",2,100,0,"CHAN","CLUMP",4,2
"DALTON","47_2",47,2,"ALCR",0.7,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",2.9,95,0.5,"GRASS","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",2.4,90,0,"GRASS","IND",1,2
"DALTON","47_2",47,2,"ALCR",3,95,0,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"SALIX",1.1,100,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",2.1,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.9,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",3.3,9,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.8,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1,100,0,"LITTER","IND",1,2
"DALTON","47_2",47,2,"BENE",1.8,100,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",4,92.5,1,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"ALCR",1.9,90,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.8,85,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",2.2,65,1,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",2.5,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",5.9,98.33333,0,"EQSY","CLUMP",3,2
"DALTON","47_2",47,2,"BENE",2.3,100,0,"LEGR","IND",1,2
"DALTON","47_2",47,2,"ALCR",4.9,96.666667,0.67,"LITTER","CLUMP",6,2
"DALTON","47_2",47,2,"BENE",2.6,100,0,"GRASS","IND",1,2
"DALTON","47_2",47,2,"BENE",1.3,100,1,"CHAN","IND",1,2
"DALTON","47_2",47,2,"SALIX",0.9,100,0,"VAVI","IND",1,2
"DALTON","47_2",47,2,"BENE",1.3,100,0,"GRASS","IND",1,2
"DALTON","47_2",47,2,"ALCR",1.3,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",2.3,100,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"SALIX",1.7,45,0,"LITTER","IND",1,2
"DALTON","47_2",47,2,"BENE",1.6,80,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",1.8,80,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.2,15,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.7,75,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",9.8,81.25,0.75,"EQSY","CLUMP",4,2
"DALTON","47_2",47,2,"BENE",1.6,95,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",2.3,90,0,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",4.5,100,0.5,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",1.8,30,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",2.1,100,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.8,80,1,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",8.1,100,0.5,"CHAN","CLUMP",4,2
"DALTON","47_2",47,2,"BENE",1.6,35,1,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",1.1,5,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.3,20,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"BENE",1.6,100,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.3,10,1,"LITTER","IND",1,2
"DALTON","47_2",47,2,"ALCR",1.8,85,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"ALCR",0.9,100,0.5,"CHAN","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",1.7,100,0,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",1.2,90,1,"CHAN","CLUMP",2,2
"DALTON","47_2",47,2,"ALCR",0.5,10,1,"EQSY","CLUMP",1,2
"DALTON","47_2",47,2,"ALCR",1.8,100,1,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"ALCR",1.9,77.5,1,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"ALCR",3.3,98.33333,0.67,"CHAN","CLUMP",3,2
"DALTON","47_2",47,2,"ALCR",1.3,100,0,"EQSY","CLUMP",2,2
"DALTON","47_2",47,2,"BENE",1.1,100,1,"EQSY","IND",1,2
"DALTON","47_2",47,2,"BENE",1.2,25,1,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",10.4,77.5,0.75,"EQSY","CLUMP",4,2
"DALTON","47_2",47,2,"BENE",1.7,2,1,"CHAN","IND",1,2
"DALTON","47_2",47,2,"ALCR",13.7,85.83333333,0.83,"LITTER","CLUMP",6,2
"DALTON","37_3",37,3,"SALIX",10.8,88.57142857,1,"EQSC","CLUMP",7,2
"DALTON","37_3",37,3,"BENE",1.1,95,0,"EQSC","IND",1,2
"DALTON","37_3",37,3,"ALCR",5.6,95,1,"LITTER","CLUMP",3,2
"DALTON","37_3",37,3,"SALIX",0.2,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"BENE",0.1,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"BENE",2.8,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"ALCR",7,100,1,"EQSY","CLUMP",4,2
"DALTON","37_3",37,3,"ALCR",2.3,100,1,"CHAN","IND",1,2
"DALTON","37_3",37,3,"ALCR",9.9,89,1,"GRASS","CLUMP",5,2
"DALTON","37_3",37,3,"BENE",1.3,100,0,"GRASS","IND",1,2
"DALTON","37_3",37,3,"ALCR",1.6,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"SALIX",12,96,0.8,"LITTER","CLUMP",5,2
"DALTON","37_3",37,3,"BENE",1.8,100,0,"CHAN","IND",1,2
"DALTON","37_3",37,3,"SALIX",8,84,0.8,"LITTER","CLUMP",5,2
"DALTON","37_3",37,3,"ALCR",1.3,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"ALCR",2.6,95,0,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",0.4,100,0,"EQSC","IND",1,2
"DALTON","37_3",37,3,"ALCR",1.4,100,0.33,"MOSS","CLUMP",3,2
"DALTON","37_3",37,3,"ALCR",1.3,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"ALCR",1.2,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"ALCR",1.2,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"SALIX",3.2,100,1,"MOSS","CLUMP",3,2
"DALTON","37_3",37,3,"ALCR",9,100,0,"MOSS","CLUMP",7,2
"DALTON","37_3",37,3,"BENE",1.9,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"BENE",2.1,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"SALIX",1,30,1,"CHAN","IND",1,2
"DALTON","37_3",37,3,"SALIX",5.8,83.33333,0.33,"MOSS","CLUMP",3,2
"DALTON","37_3",37,3,"SALIX",1.8,90,1,"LITTER","IND",1,2
"DALTON","37_3",37,3,"BENE",2.3,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"SALIX",1.2,95,1,"LITTER","IND",1,2
"DALTON","37_3",37,3,"SALIX",3.5,85,1,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",1.5,80,1,"MOSS","CLUMP",1,2
"DALTON","37_3",37,3,"ALCR",1.8,100,0.5,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",1.2,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"SALIX",2.1,85,1,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",5.2,93.33333,0.67,"LITTER","CLUMP",3,2
"DALTON","37_3",37,3,"SALIX",1.5,95,1,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",1.5,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"SALIX",2.2,75,1,"GRASS","IND",1,2
"DALTON","37_3",37,3,"SALIX",3.5,98.333333,1,"LITTER","CLUMP",3,2
"DALTON","37_3",37,3,"BENE",3,60,0.5,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",7,97,1,"LITTER","CLUMP",5,2
"DALTON","37_3",37,3,"SALIX",0.5,50,1,"MOSS","CLUMP",1,2
"DALTON","37_3",37,3,"SALIX",3.4,95,1,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"BENE",4.8,90,0.5,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"BENE",3.6,90,0.5,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",1.4,100,0,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"BENE",5.1,100,0,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",0.4,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"SALIX",9.3,100,0,"LITTER","CLUMP",6,2
"DALTON","37_3",37,3,"BENE",2.1,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"SALIX",0.6,100,0,"MOSS","IND",1,2
"DALTON","37_3",37,3,"SALIX",2.5,90,0.67,"MOSS","CLUMP",3,2
"DALTON","37_3",37,3,"SALIX",3.3,100,0,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",7.5,38,1,"LITTER","CLUMP",5,2
"DALTON","37_3",37,3,"SALIX",4.7,90,0.75,"LITTER","CLUMP",4,2
"DALTON","37_3",37,3,"BENE",2.4,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"BENE",2.3,100,0,"LITTER","IND",1,2
"DALTON","37_3",37,3,"BENE",2.3,100,1,"MOSS","IND",1,2
"DALTON","37_3",37,3,"BENE",4,100,0,"LITTER","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",2.7,88.33333,1,"MOSS","CLUMP",3,2
"DALTON","37_3",37,3,"SALIX",1.1,77.5,1,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"BENE",2.6,60,1,"MOSS","CLUMP",2,2
"DALTON","37_3",37,3,"SALIX",3.1,87.5,0.5,"MOSS","CLUMP",4,2
"DALTON","37_3",37,3,"SALIX",11.3,80.5,1,"LITTER","CLUMP",10,2
"DALTON","37_3",37,3,"SALIX",1.9,75,1,"MOSS","CLUMP",2,2
"DALTON","15_3",15,3,"BENE",3.3,50,1,"EQSC","CLUMP",2,0.1
"DALTON","15_3",15,3,"BENE",1.9,90,1,"ROAC","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.4,20,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",4,92.5,1,"GRASS","CLUMP",2,0.1
"DALTON","15_3",15,3,"BENE",1.9,95,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.9,95,1,"LEGR","IND",1,0.1
"DALTON","15_3",15,3,"BENE",2.8,90,0,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.4,90,0,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.4,95,0,"MOSS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.2,50,1,"EQSC","CLUMP",2,0.1
"DALTON","15_3",15,3,"BENE",0.1,100,0,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.9,70,1,"VAUL","IND",1,0.1
"DALTON","15_3",15,3,"BENE",0.4,70,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",0.3,100,0,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",6.5,86.666667,0.67,"LITTER","CLUMP",3,0.1
"DALTON","15_3",15,3,"BENE",4.1,70,1,"LITTER","CLUMP",2,0.1
"DALTON","15_3",15,3,"BENE",2.2,80,0.33,"LEGR","CLUMP",3,0.1
"DALTON","15_3",15,3,"BENE",5.2,95,0,"CHAN","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.3,95,1,"LEGR","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.8,95,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",2.1,95,1,"MOSS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",2.2,60,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.9,40,1,"GRASS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.9,95,1,"GRASS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.9,20,1,"GRASS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",0.3,100,0,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",5.4,90,0.33,"LITTER","CLUMP",3,0.1
"DALTON","15_3",15,3,"BENE",1.5,90,1,"GRASS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",2.8,47.5,1,"LITTER","CLUMP",2,0.1
"DALTON","15_3",15,3,"BENE",1.9,95,1,"MOSS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",2.2,90,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"BENE",2.2,90,1,"LITTER","IND",1,0.1
"DALTON","15_3",15,3,"SALIX",5.7,41.666667,1,"GRASS","CLUMP",3,0.1
"DALTON","15_3",15,3,"BENE",1.7,95,1,"MOSS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.1,100,0,"MOSS","IND",1,0.1
"DALTON","15_3",15,3,"BENE",1.6,95,1,"MOSS","IND",1,0.1
"DALTON","55_3",55,3,"BENE",3.1,92.5,1,"LITTER","CLUMP",2,2
"DALTON","55_3",55,3,"BENE",2.2,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.4,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.4,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.6,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.4,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.6,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.7,90,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"SALIX",2.2,80,1,"GRASS","CLUMP",1,2
"DALTON","55_3",55,3,"BENE",0.9,95,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.5,95,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.2,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",3.4,95,0.5,"LITTER","CLUMP",2,2
"DALTON","55_3",55,3,"SALIX",2.6,100,0,"MOSS","CLUMP",3,2
"DALTON","55_3",55,3,"ALCR",2.6,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.1,90,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.5,100,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.2,80,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",3,95,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"SALIX",7.9,76,0.4,"MOSS","CLUMP",5,2
"DALTON","55_3",55,3,"BENE",1.7,96.6666667,0,"LITTER","CLUMP",3,2
"DALTON","55_3",55,3,"SALIX",1.7,95,1,"MOSS","CLUMP",1,2
"DALTON","55_3",55,3,"BENE",5,83.75,0.75,"EQSC","CLUMP",4,2
"DALTON","55_3",55,3,"BENE",2.2,95,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",4.6,100,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",1.7,90,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.4,100,1,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",3.2,95,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.7,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.4,95,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.8,60,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.1,90,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"SALIX",3.8,73.333333,1,"GRASS","CLUMP",3,2
"DALTON","55_3",55,3,"BENE",2.7,95,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",0.7,100,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.4,100,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.5,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"SALIX",2.3,82.5,0.5,"MOSS","CLUMP",2,2
"DALTON","55_3",55,3,"SALIX",1.7,100,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",0.5,95,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",3.7,95,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.3,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",3.1,80,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"SALIX",2.4,65,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"SALIX",3.3,95,1,"MOSS","CLUMP",3,2
"DALTON","55_3",55,3,"SALIX",2.4,90,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.9,90,1,"EQSC","CLUMP",1,2
"DALTON","55_3",55,3,"SALIX",7,57,1,"EQSC","CLUMP",5,2
"DALTON","55_3",55,3,"BENE",1.6,71.66666667,0.33,"EQSC","CLUMP",3,2
"DALTON","55_3",55,3,"SALIX",3.9,76.6666667,0.33,"EQSC","CLUMP",3,2
"DALTON","55_3",55,3,"SALIX",4.3,91.6666667,0.67,"EQSC","CLUMP",3,2
"DALTON","55_3",55,3,"BENE",3.2,100,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",3.1,100,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.1,70,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",0.2,100,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.2,80,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",3.6,70,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",4.9,100,0,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.1,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.6,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",1.6,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",0.5,100,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.5,50,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"SALIX",1.5,40,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",3.2,100,0,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",1.7,70,1,"MOSS","IND",1,2
"DALTON","55_3",55,3,"BENE",3.2,100,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",2.2,90,1,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",0.3,100,0,"GRASS","IND",1,2
"DALTON","55_3",55,3,"BENE",2.3,95,1,"CHAN","IND",1,2
"DALTON","55_3",55,3,"BENE",2.3,95,0,"LITTER","IND",1,2
"DALTON","55_3",55,3,"BENE",2.2,95,1,"EQSC","IND",1,2
"DALTON","55_3",55,3,"BENE",0.5,95,0,"LITTER","IND",1,2
