SITE,PLOT,TREAT,SPP,DBH,CANOPY,BROWSE,UND,START_END,CLUMP,QUAD,DIV,BA_unscale,BA_ha
DALTON,47_2,2,ALCR,1.3,40,y,EQSY,START,CLUMP,50,d,0.000132732,0.006636614
DALTON,47_2,2,ALCR,0.9,90,y,EQSY,END,CLUMP,50,d,6.36E-05,0.003180863
DALTON,47_2,2,BENE,2.5,100,n,EQSY,,IND,50,d,0.000490874,0.024543693
DALTON,47_2,2,ALCR,2.9,100,n,EQSY,START,CLUMP,50,d,0.00066052,0.033025993
DALTON,47_2,2,ALCR,2.4,100,n,EQSY,,CLUMP,50,d,0.000452389,0.022619467
DALTON,47_2,2,ALCR,0.6,95,n,EQSY,END,CLUMP,50,d,2.83E-05,0.001413717
DALTON,47_2,2,BENE,2.3,100,n,LEGR,,IND,50,d,0.000415476,0.020773781
DALTON,47_2,2,ALCR,0.3,100,y,LITTER,START,CLUMP,50,d,7.07E-06,0.000353429
DALTON,47_2,2,ALCR,0.3,100,y,LITTER,,CLUMP,50,d,7.07E-06,0.000353429
DALTON,47_2,2,ALCR,1.1,100,y,LITTER,,CLUMP,50,d,9.50E-05,0.004751659
DALTON,47_2,2,ALCR,0.4,100,n,LITTER,,CLUMP,50,d,1.26E-05,0.000628319
DALTON,47_2,2,ALCR,0.6,100,n,LITTER,,CLUMP,50,d,2.83E-05,0.001413717
DALTON,47_2,2,ALCR,2.2,80,y,LITTER,END,CLUMP,50,d,0.000380133,0.019006636
DALTON,47_2,2,BENE,2.6,100,n,GRASS,,IND,50,d,0.000530929,0.026546458
DALTON,47_2,2,BENE,1.3,100,y,CHAN,,IND,50,d,0.000132732,0.006636614
DALTON,47_2,2,SALIX,0.9,100,n,VAVI,,IND,50,d,6.36E-05,0.003180863
DALTON,47_2,2,BENE,1.3,100,n,GRASS,,IND,50,d,0.000132732,0.006636614
DALTON,47_2,2,ALCR,1.3,100,n,EQSY,,IND,50,d,0.000132732,0.006636614
DALTON,47_2,2,BENE,2.3,100,n,EQSY,,IND,50,d,0.000415476,0.020773781
DALTON,47_2,2,SALIX,1.7,45,n,LITTER,,IND,50,d,0.00022698,0.011349003
DALTON,47_2,2,BENE,1.6,80,n,EQSY,,IND,50,d,0.000201062,0.010053096
DALTON,47_2,2,ALCR,1.8,80,y,EQSY,,IND,50,d,0.000254469,0.01272345
DALTON,47_2,2,BENE,1.2,15,y,EQSY,,IND,50,d,0.000113097,0.005654867
DALTON,47_2,2,BENE,1.7,75,y,EQSY,,IND,50,d,0.00022698,0.011349003
DALTON,47_2,2,ALCR,1.1,95,n,EQSY,START,CLUMP,50,d,9.50E-05,0.004751659
DALTON,47_2,2,ALCR,3,85,y,EQSY,,CLUMP,50,d,0.000706858,0.035342917
DALTON,47_2,2,ALCR,2.8,50,y,EQSY,,CLUMP,50,d,0.000615752,0.030787608
DALTON,47_2,2,ALCR,2.9,95,y,EQSY,END,CLUMP,50,d,0.00066052,0.033025993
DALTON,47_2,2,BENE,1.6,95,n,EQSY,,IND,50,d,0.000201062,0.010053096
DALTON,47_2,2,BENE,2.3,90,n,EQSY,,IND,50,d,0.000415476,0.020773781
DALTON,47_2,2,BENE,2.2,100,y,EQSY,START,CLUMP,50,d,0.000380133,0.019006636
DALTON,47_2,2,BENE,2.3,100,n,EQSY,END,CLUMP,50,d,0.000415476,0.020773781
DALTON,47_2,2,BENE,1.8,30,y,EQSY,,IND,50,d,0.000254469,0.01272345
DALTON,47_2,2,BENE,2.1,100,y,EQSY,,IND,50,d,0.000346361,0.01731803
DALTON,47_2,2,BENE,1.8,80,y,CHAN,,IND,50,d,0.000254469,0.01272345
DALTON,47_2,2,ALCR,3.1,100,y,CHAN,START,CLUMP,50,d,0.000754768,0.037738382
DALTON,47_2,2,ALCR,2,100,n,CHAN,,CLUMP,50,d,0.000314159,0.015707963
DALTON,47_2,2,ALCR,1.2,100,y,CHAN,,CLUMP,50,d,0.000113097,0.005654867
DALTON,47_2,2,ALCR,1.8,100,n,CHAN,END,CLUMP,50,d,0.000254469,0.01272345
DALTON,47_2,2,BENE,1.6,35,y,CHAN,,IND,50,d,0.000201062,0.010053096
DALTON,47_2,2,BENE,1.1,5,y,EQSY,,IND,50,d,9.50E-05,0.004751659
DALTON,47_2,2,BENE,1.3,20,n,CHAN,,IND,50,d,0.000132732,0.006636614
DALTON,47_2,2,BENE,1.6,100,y,EQSY,,IND,50,d,0.000201062,0.010053096
DALTON,47_2,2,BENE,1.3,10,y,LITTER,,IND,50,d,0.000132732,0.006636614
DALTON,47_2,2,ALCR,1.8,85,y,EQSY,,IND,50,d,0.000254469,0.01272345
DALTON,47_2,2,ALCR,0.5,100,n,CHAN,START,CLUMP,50,d,1.96E-05,0.000981748
DALTON,47_2,2,ALCR,0.4,100,y,CHAN,END,CLUMP,50,d,1.26E-05,0.000628319
DALTON,47_2,2,BENE,1.7,100,n,CHAN,,IND,50,d,0.00022698,0.011349003
DALTON,47_2,2,ALCR,0.4,80,y,CHAN,START,CLUMP,50,d,1.26E-05,0.000628319
DALTON,47_2,2,ALCR,0.8,100,y,CHAN,END,CLUMP,50,d,5.03E-05,0.002513274
DALTON,47_2,2,ALCR,0.5,10,y,EQSY,END,CLUMP,50,d,1.96E-05,0.000981748
DALTON,47_2,2,ALCR,1.2,100,y,EQSY,START,CLUMP,50,d,0.000113097,0.005654867
DALTON,47_2,2,ALCR,0.6,100,y,EQSY,END,CLUMP,50,d,2.83E-05,0.001413717
DALTON,47_2,2,ALCR,0.8,85,y,EQSY,START,CLUMP,50,d,5.03E-05,0.002513274
DALTON,47_2,2,ALCR,1.1,70,y,EQSY,END,CLUMP,50,d,9.50E-05,0.004751659
DALTON,47_2,2,ALCR,1.1,95,n,CHAN,START,CLUMP,50,d,9.50E-05,0.004751659
DALTON,47_2,2,ALCR,0.9,100,y,CHAN,,CLUMP,50,d,6.36E-05,0.003180863
DALTON,47_2,2,ALCR,1.3,100,y,CHAN,END,CLUMP,50,d,0.000132732,0.006636614
DALTON,47_2,2,ALCR,0.6,100,n,EQSY,START,CLUMP,50,d,2.83E-05,0.001413717
DALTON,47_2,2,ALCR,0.7,100,n,EQSY,END,CLUMP,50,d,3.85E-05,0.001924226
DALTON,47_2,2,BENE,1.1,100,y,EQSY,,IND,50,d,9.50E-05,0.004751659
DALTON,47_2,2,BENE,1.2,25,y,CHAN,,IND,50,d,0.000113097,0.005654867
DALTON,47_2,2,ALCR,1.6,100,n,EQSY,START,CLUMP,50,d,0.000201062,0.010053096
DALTON,47_2,2,ALCR,3.1,90,y,EQSY,,CLUMP,50,d,0.000754768,0.037738382
DALTON,47_2,2,ALCR,2.5,80,y,EQSY,,CLUMP,50,d,0.000490874,0.024543693
DALTON,47_2,2,ALCR,3.2,40,y,EQSY,END,CLUMP,50,d,0.000804248,0.040212386
DALTON,47_2,2,BENE,1.7,2,y,CHAN,,IND,50,d,0.00022698,0.011349003
DALTON,47_2,2,ALCR,1.6,100,y,LITTER,START,CLUMP,50,d,0.000201062,0.010053096
DALTON,47_2,2,ALCR,2.6,80,y,LITTER,,CLUMP,50,d,0.000530929,0.026546458
DALTON,47_2,2,ALCR,3.6,80,n,LITTER,,CLUMP,50,d,0.001017876,0.050893801
DALTON,47_2,2,ALCR,2.5,80,y,LITTER,,CLUMP,50,d,0.000490874,0.024543693
DALTON,47_2,2,ALCR,1.9,90,y,LITTER,,CLUMP,50,d,0.000283529,0.014176437
DALTON,47_2,2,ALCR,1.5,85,y,LITTER,END,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,SALIX,1.1,100,y,EQSC,START,CLUMP,50,d,9.50E-05,0.004751659
DALTON,37_3,3,SALIX,2.4,85,y,EQSC,,CLUMP,50,d,0.000452389,0.022619467
DALTON,37_3,3,SALIX,1.8,65,y,EQSC,,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,SALIX,1.7,95,y,EQSC,,CLUMP,50,d,0.00022698,0.011349003
DALTON,37_3,3,SALIX,1.8,90,y,EQSC,,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,SALIX,1.3,90,y,EQSC,,CLUMP,50,d,0.000132732,0.006636614
DALTON,37_3,3,SALIX,0.7,95,y,EQSC,END,CLUMP,50,d,3.85E-05,0.001924226
DALTON,37_3,3,BENE,1.1,95,n,EQSC,,IND,50,d,9.50E-05,0.004751659
DALTON,37_3,3,ALCR,2.5,90,y,LITTER,START,CLUMP,50,d,0.000490874,0.024543693
DALTON,37_3,3,ALCR,1.2,95,y,LITTER,,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,ALCR,1.9,100,y,LITTER,END,CLUMP,50,d,0.000283529,0.014176437
DALTON,37_3,3,SALIX,0.2,100,n,LITTER,,IND,50,d,3.14E-06,0.00015708
DALTON,37_3,3,BENE,0.1,100,n,MOSS,,IND,50,d,7.85E-07,3.93E-05
DALTON,37_3,3,BENE,2.8,100,n,MOSS,,IND,50,d,0.000615752,0.030787608
DALTON,37_3,3,ALCR,1.8,100,y,EQSY,START,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,ALCR,1.8,100,y,EQSY,,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,ALCR,1.5,100,y,EQSY,,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,ALCR,1.9,100,y,EQSY,END,CLUMP,50,d,0.000283529,0.014176437
DALTON,37_3,3,ALCR,2.3,100,y,CHAN,,IND,50,d,0.000415476,0.020773781
DALTON,37_3,3,ALCR,1.6,95,y,GRASS,START,CLUMP,50,d,0.000201062,0.010053096
DALTON,37_3,3,ALCR,2.2,90,y,GRASS,,CLUMP,50,d,0.000380133,0.019006636
DALTON,37_3,3,ALCR,1.8,70,y,GRASS,,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,ALCR,2.1,95,y,GRASS,,CLUMP,50,d,0.000346361,0.01731803
DALTON,37_3,3,ALCR,2.2,95,y,GRASS,END,CLUMP,50,d,0.000380133,0.019006636
DALTON,37_3,3,BENE,1.3,100,n,GRASS,,IND,50,d,0.000132732,0.006636614
DALTON,37_3,3,ALCR,1.6,100,n,LITTER,,IND,50,d,0.000201062,0.010053096
DALTON,37_3,3,SALIX,1.8,90,y,LITTER,START,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,SALIX,2,95,y,LITTER,,CLUMP,50,d,0.000314159,0.015707963
DALTON,37_3,3,SALIX,2.1,100,y,LITTER,,CLUMP,50,d,0.000346361,0.01731803
DALTON,37_3,3,SALIX,3.1,95,n,LITTER,,CLUMP,50,d,0.000754768,0.037738382
DALTON,37_3,3,SALIX,3,100,y,LITTER,END,CLUMP,50,d,0.000706858,0.035342917
DALTON,37_3,3,BENE,1.8,100,n,CHAN,,IND,50,d,0.000254469,0.01272345
DALTON,37_3,3,SALIX,1.8,90,n,LITTER,START,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,SALIX,1.4,95,y,LITTER,,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,1.7,80,y,LITTER,,CLUMP,50,d,0.00022698,0.011349003
DALTON,37_3,3,SALIX,1.6,90,y,LITTER,,CLUMP,50,d,0.000201062,0.010053096
DALTON,37_3,3,SALIX,1.5,65,y,LITTER,END,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,ALCR,1.3,100,n,MOSS,,IND,50,d,0.000132732,0.006636614
DALTON,37_3,3,ALCR,1.2,90,n,LITTER,START,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,ALCR,1.4,100,n,LITTER,END,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,0.4,100,n,EQSC,,IND,50,d,1.26E-05,0.000628319
DALTON,37_3,3,ALCR,0.5,100,y,MOSS,START,CLUMP,50,d,1.96E-05,0.000981748
DALTON,37_3,3,ALCR,0.3,100,n,MOSS,,CLUMP,50,d,7.07E-06,0.000353429
DALTON,37_3,3,ALCR,0.6,100,n,MOSS,END,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,ALCR,1.3,100,n,LITTER,,IND,50,d,0.000132732,0.006636614
DALTON,37_3,3,ALCR,1.2,100,n,MOSS,,IND,50,d,0.000113097,0.005654867
DALTON,37_3,3,ALCR,1.2,100,n,MOSS,,IND,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,1.2,100,y,MOSS,START,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,1.3,100,y,MOSS,,CLUMP,50,d,0.000132732,0.006636614
DALTON,37_3,3,SALIX,0.7,100,y,MOSS,END,CLUMP,50,d,3.85E-05,0.001924226
DALTON,37_3,3,ALCR,1.5,100,n,MOSS,START,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,ALCR,1.5,100,n,MOSS,,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,ALCR,0.5,100,n,MOSS,,CLUMP,50,d,1.96E-05,0.000981748
DALTON,37_3,3,ALCR,1.6,100,n,MOSS,,CLUMP,50,d,0.000201062,0.010053096
DALTON,37_3,3,ALCR,0.6,100,n,MOSS,,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,ALCR,1.8,100,n,MOSS,,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,ALCR,1.5,100,n,MOSS,END,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,BENE,1.9,100,n,MOSS,,IND,50,d,0.000283529,0.014176437
DALTON,37_3,3,BENE,2.1,100,n,MOSS,,IND,50,d,0.000346361,0.01731803
DALTON,37_3,3,SALIX,1,30,y,CHAN,,IND,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,1.4,60,y,MOSS,START,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,2.6,100,n,MOSS,,CLUMP,50,d,0.000530929,0.026546458
DALTON,37_3,3,SALIX,1.8,90,n,MOSS,END,CLUMP,50,d,0.000254469,0.01272345
DALTON,37_3,3,SALIX,1.8,90,y,LITTER,,IND,50,d,0.000254469,0.01272345
DALTON,37_3,3,BENE,2.3,100,n,LITTER,,IND,50,d,0.000415476,0.020773781
DALTON,37_3,3,SALIX,1.2,95,y,LITTER,,IND,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,2,85,y,LITTER,START,CLUMP,50,d,0.000314159,0.015707963
DALTON,37_3,3,SALIX,1.5,85,y,LITTER,END,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,SALIX,1.5,80,y,MOSS,,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,ALCR,0.4,100,y,MOSS,START,CLUMP,50,d,1.26E-05,0.000628319
DALTON,37_3,3,ALCR,1.4,100,n,MOSS,END,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,1.2,100,n,LITTER,,IND,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,1.2,80,y,LITTER,START,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,0.9,90,y,LITTER,END,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,1.3,80,y,LITTER,START,CLUMP,50,d,0.000132732,0.006636614
DALTON,37_3,3,SALIX,2.2,100,n,LITTER,,CLUMP,50,d,0.000380133,0.019006636
DALTON,37_3,3,SALIX,1.7,100,y,LITTER,END,CLUMP,50,d,0.00022698,0.011349003
DALTON,37_3,3,SALIX,0.9,90,y,LITTER,START,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,0.6,100,y,LITTER,END,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,SALIX,1.5,100,n,LITTER,,IND,50,d,0.000176715,0.008835729
DALTON,37_3,3,SALIX,2.2,75,y,GRASS,,IND,50,d,0.000380133,0.019006636
DALTON,37_3,3,SALIX,1.4,95,y,LITTER,START,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,1,100,y,LITTER,,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,1.1,100,y,LITTER,END,CLUMP,50,d,9.50E-05,0.004751659
DALTON,37_3,3,BENE,1.1,20,y,MOSS,START,CLUMP,50,d,9.50E-05,0.004751659
DALTON,37_3,3,BENE,1.9,100,n,MOSS,END,CLUMP,50,d,0.000283529,0.014176437
DALTON,37_3,3,SALIX,1,100,y,LITTER,START,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,1.5,90,y,LITTER,,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,SALIX,0.9,100,y,LITTER,,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,2.2,95,y,LITTER,,CLUMP,50,d,0.000380133,0.019006636
DALTON,37_3,3,SALIX,1.4,100,y,LITTER,END,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,0.5,50,y,MOSS,END,CLUMP,50,d,1.96E-05,0.000981748
DALTON,37_3,3,SALIX,1.2,100,y,LITTER,START,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,2.2,90,y,LITTER,END,CLUMP,50,d,0.000380133,0.019006636
DALTON,37_3,3,BENE,2.6,100,n,MOSS,START,CLUMP,50,d,0.000530929,0.026546458
DALTON,37_3,3,BENE,2.2,80,y,MOSS,END,CLUMP,50,d,0.000380133,0.019006636
DALTON,37_3,3,BENE,2.6,80,y,LITTER,START,CLUMP,50,d,0.000530929,0.026546458
DALTON,37_3,3,BENE,1,100,n,LITTER,END,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,0.3,100,n,MOSS,START,CLUMP,50,d,7.07E-06,0.000353429
DALTON,37_3,3,SALIX,1.1,100,n,MOSS,END,CLUMP,50,d,9.50E-05,0.004751659
DALTON,37_3,3,BENE,2.6,100,n,MOSS,START,CLUMP,50,d,0.000530929,0.026546458
DALTON,37_3,3,BENE,2.5,100,n,MOSS,END,CLUMP,50,d,0.000490874,0.024543693
DALTON,37_3,3,SALIX,0.4,100,n,LITTER,,IND,50,d,1.26E-05,0.000628319
DALTON,37_3,3,SALIX,0.8,100,n,LITTER,START,CLUMP,50,d,5.03E-05,0.002513274
DALTON,37_3,3,SALIX,1.9,100,n,LITTER,,CLUMP,50,d,0.000283529,0.014176437
DALTON,37_3,3,SALIX,2.4,100,n,LITTER,,CLUMP,50,d,0.000452389,0.022619467
DALTON,37_3,3,SALIX,1.1,100,n,LITTER,,CLUMP,50,d,9.50E-05,0.004751659
DALTON,37_3,3,SALIX,1,100,n,LITTER,,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,2.1,100,n,LITTER,END,CLUMP,50,d,0.000346361,0.01731803
DALTON,37_3,3,BENE,2.1,100,n,MOSS,,IND,50,d,0.000346361,0.01731803
DALTON,37_3,3,SALIX,0.6,100,n,MOSS,,IND,50,d,2.83E-05,0.001413717
DALTON,37_3,3,SALIX,0.9,90,y,MOSS,START,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,0.6,80,y,MOSS,,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,SALIX,1,100,n,MOSS,END,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,1.9,100,n,LITTER,START,CLUMP,50,d,0.000283529,0.014176437
DALTON,37_3,3,SALIX,1.4,100,n,LITTER,END,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,1.4,30,y,LITTER,START,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,1.9,30,y,LITTER,,CLUMP,50,d,0.000283529,0.014176437
DALTON,37_3,3,SALIX,1.5,20,y,LITTER,,CLUMP,50,d,0.000176715,0.008835729
DALTON,37_3,3,SALIX,1.7,70,y,LITTER,,CLUMP,50,d,0.00022698,0.011349003
DALTON,37_3,3,SALIX,1,40,y,LITTER,,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,0.6,80,y,LITTER,START,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,SALIX,1.2,95,y,LITTER,,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,1.3,95,y,LITTER,,CLUMP,50,d,0.000132732,0.006636614
DALTON,37_3,3,SALIX,1.6,90,n,LITTER,END,CLUMP,50,d,0.000201062,0.010053096
DALTON,37_3,3,BENE,2.4,100,n,LITTER,,IND,50,d,0.000452389,0.022619467
DALTON,37_3,3,BENE,2.3,100,n,LITTER,,IND,50,d,0.000415476,0.020773781
DALTON,37_3,3,BENE,2.3,100,y,MOSS,,IND,50,d,0.000415476,0.020773781
DALTON,37_3,3,BENE,2.9,100,n,LITTER,START,CLUMP,50,d,0.00066052,0.033025993
DALTON,37_3,3,BENE,1.1,100,n,LITTER,END,CLUMP,50,d,9.50E-05,0.004751659
DALTON,37_3,3,SALIX,0.9,80,y,MOSS,START,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,0.8,100,y,MOSS,,CLUMP,50,d,5.03E-05,0.002513274
DALTON,37_3,3,SALIX,1,85,y,MOSS,END,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,0.5,75,y,MOSS,START,CLUMP,50,d,1.96E-05,0.000981748
DALTON,37_3,3,SALIX,0.6,80,y,MOSS,END,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,BENE,1.2,100,y,MOSS,START,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,BENE,1.4,20,y,MOSS,END,CLUMP,50,d,0.000153938,0.007696902
DALTON,37_3,3,SALIX,0.6,90,y,MOSS,START,CLUMP,50,d,2.83E-05,0.001413717
DALTON,37_3,3,SALIX,0.8,80,n,MOSS,,CLUMP,50,d,5.03E-05,0.002513274
DALTON,37_3,3,SALIX,0.9,100,n,MOSS,,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,0.8,80,y,MOSS,END,CLUMP,50,d,5.03E-05,0.002513274
DALTON,37_3,3,SALIX,2,75,y,LITTER,START,CLUMP,50,d,0.000314159,0.015707963
DALTON,37_3,3,SALIX,1,60,y,LITTER,,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,0.3,100,y,LITTER,,CLUMP,50,d,7.07E-06,0.000353429
DALTON,37_3,3,SALIX,1,90,y,LITTER,,CLUMP,50,d,7.85E-05,0.003926991
DALTON,37_3,3,SALIX,0.9,85,y,LITTER,,CLUMP,50,d,6.36E-05,0.003180863
DALTON,37_3,3,SALIX,0.7,95,y,LITTER,,CLUMP,50,d,3.85E-05,0.001924226
DALTON,37_3,3,SALIX,1.2,40,y,LITTER,,CLUMP,50,d,0.000113097,0.005654867
DALTON,37_3,3,SALIX,1.3,95,y,LITTER,,CLUMP,50,d,0.000132732,0.006636614
DALTON,37_3,3,SALIX,1.3,100,y,LITTER,,CLUMP,50,d,0.000132732,0.006636614
DALTON,37_3,3,SALIX,1.6,65,y,LITTER,END,CLUMP,50,d,0.000201062,0.010053096
DALTON,37_3,3,SALIX,0.8,90,y,MOSS,START,CLUMP,50,d,5.03E-05,0.002513274
DALTON,37_3,3,SALIX,1.1,60,y,MOSS,END,CLUMP,50,d,9.50E-05,0.004751659
DALTON,15_3,3,BENE,2,95,y,EQSC,START,CLUMP,500,d,0.000314159,0.157079633
DALTON,15_3,3,BENE,1.3,5,y,EQSC,END,CLUMP,500,d,0.000132732,0.066366145
DALTON,15_3,3,BENE,1.9,90,y,ROAC,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,1.4,20,y,LITTER,,IND,500,d,0.000153938,0.07696902
DALTON,15_3,3,BENE,2.1,90,y,GRASS,START,CLUMP,500,d,0.000346361,0.173180295
DALTON,15_3,3,BENE,1.9,95,y,GRASS,END,CLUMP,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,1.9,95,y,LITTER,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,1.9,95,y,LEGR,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,2.8,90,n,LITTER,,IND,500,d,0.000615752,0.30787608
DALTON,15_3,3,BENE,1.4,90,n,LITTER,,IND,500,d,0.000153938,0.07696902
DALTON,15_3,3,BENE,1.4,95,n,MOSS,,IND,500,d,0.000153938,0.07696902
DALTON,15_3,3,BENE,0.6,50,y,EQSC,START,CLUMP,500,d,2.83E-05,0.014137167
DALTON,15_3,3,BENE,0.6,50,y,EQSC,END,CLUMP,500,d,2.83E-05,0.014137167
DALTON,15_3,3,BENE,0.1,100,n,LITTER,,IND,500,d,7.85E-07,0.000392699
DALTON,15_3,3,BENE,1.9,70,y,VAUL,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,0.4,70,y,LITTER,,IND,500,d,1.26E-05,0.006283185
DALTON,15_3,3,BENE,0.3,100,n,LITTER,,IND,500,d,7.07E-06,0.003534292
DALTON,15_3,3,BENE,2.9,95,y,LITTER,START,CLUMP,500,d,0.00066052,0.330259928
DALTON,15_3,3,BENE,1.7,70,y,LITTER,,CLUMP,500,d,0.00022698,0.113490035
DALTON,15_3,3,BENE,1.9,95,n,LITTER,END,CLUMP,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,2.6,70,y,LITTER,START,CLUMP,500,d,0.000530929,0.265464579
DALTON,15_3,3,BENE,1.5,70,y,LITTER,END,CLUMP,500,d,0.000176715,0.088357293
DALTON,15_3,3,BENE,0.5,70,y,LEGR,START,CLUMP,500,d,1.96E-05,0.009817477
DALTON,15_3,3,BENE,1.3,70,n,LEGR,,CLUMP,500,d,0.000132732,0.066366145
DALTON,15_3,3,BENE,0.4,100,n,LEGR,END,CLUMP,500,d,1.26E-05,0.006283185
DALTON,15_3,3,BENE,5.2,95,n,CHAN,,IND,500,d,0.002123717,1.061858317
DALTON,15_3,3,BENE,1.3,95,y,LEGR,,IND,500,d,0.000132732,0.066366145
DALTON,15_3,3,BENE,1.8,95,y,LITTER,,IND,500,d,0.000254469,0.127234502
DALTON,15_3,3,BENE,2.1,95,y,MOSS,,IND,500,d,0.000346361,0.173180295
DALTON,15_3,3,BENE,2.2,60,y,LITTER,,IND,500,d,0.000380133,0.190066356
DALTON,15_3,3,BENE,1.9,40,y,GRASS,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,1.9,95,y,GRASS,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,1.9,20,y,GRASS,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,0.3,100,n,LITTER,,IND,500,d,7.07E-06,0.003534292
DALTON,15_3,3,BENE,2.1,95,n,LITTER,START,CLUMP,500,d,0.000346361,0.173180295
DALTON,15_3,3,BENE,1.6,80,y,LITTER,,CLUMP,500,d,0.000201062,0.100530965
DALTON,15_3,3,BENE,1.7,95,n,LITTER,END,CLUMP,500,d,0.00022698,0.113490035
DALTON,15_3,3,BENE,1.5,90,y,GRASS,,IND,500,d,0.000176715,0.088357293
DALTON,15_3,3,BENE,1.5,90,y,LITTER,START,CLUMP,500,d,0.000176715,0.088357293
DALTON,15_3,3,BENE,1.3,5,y,LITTER,END,CLUMP,500,d,0.000132732,0.066366145
DALTON,15_3,3,BENE,1.9,95,y,MOSS,,IND,500,d,0.000283529,0.141764368
DALTON,15_3,3,BENE,2.2,90,y,LITTER,,IND,500,d,0.000380133,0.190066356
DALTON,15_3,3,BENE,2.2,90,y,LITTER,,IND,500,d,0.000380133,0.190066356
DALTON,15_3,3,SALIX,1.5,15,y,GRASS,START,CLUMP,500,d,0.000176715,0.088357293
DALTON,15_3,3,SALIX,1.8,30,y,GRASS,,CLUMP,500,d,0.000254469,0.127234502
